region_type,region,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,season_week,season
States,Montana,2014,36,NA,0,NA,NA,NA,NA,NA,NA,0,7,1952,2014-08-31,6,2014/15
States,Nebraska,2014,36,NA,1.07914,NA,NA,NA,NA,NA,NA,9,7,834,2014-08-31,6,2014/15
States,Nevada,2014,36,NA,0.413763,NA,NA,NA,NA,NA,NA,57,28,13776,2014-08-31,6,2014/15
States,New Hampshire,2014,36,NA,0.0510204,NA,NA,NA,NA,NA,NA,1,15,1960,2014-08-31,6,2014/15
States,New Jersey,2014,36,NA,1.12265,NA,NA,NA,NA,NA,NA,67,22,5968,2014-08-31,6,2014/15
States,New Mexico,2014,36,NA,1.80464,NA,NA,NA,NA,NA,NA,126,15,6982,2014-08-31,6,2014/15
States,New York,2014,36,NA,0.337711,NA,NA,NA,NA,NA,NA,36,124,10660,2014-08-31,6,2014/15
States,North Carolina,2014,36,NA,0.840116,NA,NA,NA,NA,NA,NA,32,16,3809,2014-08-31,6,2014/15
States,North Dakota,2014,36,NA,1.3986,NA,NA,NA,NA,NA,NA,2,1,143,2014-08-31,6,2014/15
States,Ohio,2014,36,NA,0.416004,NA,NA,NA,NA,NA,NA,34,26,8173,2014-08-31,6,2014/15
States,Oklahoma,2014,36,NA,1.11562,NA,NA,NA,NA,NA,NA,22,16,1972,2014-08-31,6,2014/15
States,Oregon,2014,36,NA,0,NA,NA,NA,NA,NA,NA,0,6,863,2014-08-31,6,2014/15
States,Pennsylvania,2014,36,NA,0.777068,NA,NA,NA,NA,NA,NA,90,31,11582,2014-08-31,6,2014/15
States,Rhode Island,2014,36,NA,0.0695572,NA,NA,NA,NA,NA,NA,3,17,4313,2014-08-31,6,2014/15
States,South Carolina,2014,36,NA,0.0992063,NA,NA,NA,NA,NA,NA,4,10,4032,2014-08-31,6,2014/15
States,South Dakota,2014,36,NA,0.777568,NA,NA,NA,NA,NA,NA,33,22,4244,2014-08-31,6,2014/15
States,Tennessee,2014,36,NA,0.179553,NA,NA,NA,NA,NA,NA,16,48,8911,2014-08-31,6,2014/15
States,Texas,2014,36,NA,1.9311,NA,NA,NA,NA,NA,NA,583,89,30190,2014-08-31,6,2014/15
States,Utah,2014,36,NA,0.244798,NA,NA,NA,NA,NA,NA,14,13,5719,2014-08-31,6,2014/15
States,Vermont,2014,36,NA,1.43198,NA,NA,NA,NA,NA,NA,18,6,1257,2014-08-31,6,2014/15
States,Virginia,2014,36,NA,1.03362,NA,NA,NA,NA,NA,NA,700,101,67723,2014-08-31,6,2014/15
States,Washington,2014,36,NA,0.365631,NA,NA,NA,NA,NA,NA,10,7,2735,2014-08-31,6,2014/15
States,West Virginia,2014,36,NA,0.512438,NA,NA,NA,NA,NA,NA,55,29,10733,2014-08-31,6,2014/15
States,Wisconsin,2014,36,NA,0.460688,NA,NA,NA,NA,NA,NA,15,23,3256,2014-08-31,6,2014/15
States,Wyoming,2014,36,NA,0.367261,NA,NA,NA,NA,NA,NA,7,13,1906,2014-08-31,6,2014/15
States,Puerto Rico,2014,36,NA,7.18778,NA,NA,NA,NA,NA,NA,400,6,5565,2014-08-31,6,2014/15
States,Virgin Islands,2014,36,NA,1.05263,NA,NA,NA,NA,NA,NA,4,1,380,2014-08-31,6,2014/15
States,New York City,2014,36,NA,0.941927,NA,NA,NA,NA,NA,NA,889,63,94381,2014-08-31,6,2014/15
States,Alabama,2014,37,NA,1.75595,NA,NA,NA,NA,NA,NA,118,15,6720,2014-09-07,7,2014/15
States,Alaska,2014,37,NA,0,NA,NA,NA,NA,NA,NA,0,2,700,2014-09-07,7,2014/15
States,Arizona,2014,37,NA,0.993093,NA,NA,NA,NA,NA,NA,220,46,22153,2014-09-07,7,2014/15
States,Arkansas,2014,37,NA,0.209205,NA,NA,NA,NA,NA,NA,3,4,1434,2014-09-07,7,2014/15
States,California,2014,37,NA,1.87174,NA,NA,NA,NA,NA,NA,481,67,25698,2014-09-07,7,2014/15
States,Colorado,2014,37,NA,0.575409,NA,NA,NA,NA,NA,NA,19,5,3302,2014-09-07,7,2014/15
States,Connecticut,2014,37,NA,0.113766,NA,NA,NA,NA,NA,NA,1,5,879,2014-09-07,7,2014/15
States,Delaware,2014,37,NA,0.134771,NA,NA,NA,NA,NA,NA,2,7,1484,2014-09-07,7,2014/15
States,District of Columbia,2014,37,NA,6.77349,NA,NA,NA,NA,NA,NA,93,1,1373,2014-09-07,7,2014/15
States,Florida,2014,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-07,7,2014/15
States,Georgia,2014,37,NA,0.26178,NA,NA,NA,NA,NA,NA,61,23,23302,2014-09-07,7,2014/15
States,Hawaii,2014,37,NA,2.53502,NA,NA,NA,NA,NA,NA,38,13,1499,2014-09-07,7,2014/15
States,Idaho,2014,37,NA,0,NA,NA,NA,NA,NA,NA,0,1,330,2014-09-07,7,2014/15
States,Illinois,2014,37,NA,1.87919,NA,NA,NA,NA,NA,NA,984,82,52363,2014-09-07,7,2014/15
States,Indiana,2014,37,NA,0.484922,NA,NA,NA,NA,NA,NA,32,23,6599,2014-09-07,7,2014/15
States,Iowa,2014,37,NA,0.214626,NA,NA,NA,NA,NA,NA,68,9,31683,2014-09-07,7,2014/15
States,Kansas,2014,37,NA,0.931264,NA,NA,NA,NA,NA,NA,21,10,2255,2014-09-07,7,2014/15
States,Kentucky,2014,37,NA,0.0198639,NA,NA,NA,NA,NA,NA,4,10,20137,2014-09-07,7,2014/15
States,Louisiana,2014,37,NA,1.59742,NA,NA,NA,NA,NA,NA,734,61,45949,2014-09-07,7,2014/15
States,Maine,2014,37,NA,0.701426,NA,NA,NA,NA,NA,NA,30,25,4277,2014-09-07,7,2014/15
States,Maryland,2014,37,NA,2.13869,NA,NA,NA,NA,NA,NA,33,6,1543,2014-09-07,7,2014/15
States,Massachusetts,2014,37,NA,0.575474,NA,NA,NA,NA,NA,NA,139,28,24154,2014-09-07,7,2014/15
States,Michigan,2014,37,NA,0.495091,NA,NA,NA,NA,NA,NA,59,31,11917,2014-09-07,7,2014/15
States,Minnesota,2014,37,NA,1.03321,NA,NA,NA,NA,NA,NA,42,8,4065,2014-09-07,7,2014/15
States,Mississippi,2014,37,NA,2.25673,NA,NA,NA,NA,NA,NA,372,39,16484,2014-09-07,7,2014/15
States,Missouri,2014,37,NA,0.330368,NA,NA,NA,NA,NA,NA,13,17,3935,2014-09-07,7,2014/15
States,Montana,2014,37,NA,0,NA,NA,NA,NA,NA,NA,0,7,2202,2014-09-07,7,2014/15
States,Nebraska,2014,37,NA,1.89019,NA,NA,NA,NA,NA,NA,21,8,1111,2014-09-07,7,2014/15
States,Nevada,2014,37,NA,0.481026,NA,NA,NA,NA,NA,NA,72,27,14968,2014-09-07,7,2014/15
States,New Hampshire,2014,37,NA,0.178651,NA,NA,NA,NA,NA,NA,4,14,2239,2014-09-07,7,2014/15
States,New Jersey,2014,37,NA,1.29467,NA,NA,NA,NA,NA,NA,100,20,7724,2014-09-07,7,2014/15
States,New Mexico,2014,37,NA,1.79659,NA,NA,NA,NA,NA,NA,115,14,6401,2014-09-07,7,2014/15
States,New York,2014,37,NA,0.645665,NA,NA,NA,NA,NA,NA,91,125,14094,2014-09-07,7,2014/15
States,North Carolina,2014,37,NA,1.0983,NA,NA,NA,NA,NA,NA,40,13,3642,2014-09-07,7,2014/15
States,North Dakota,2014,37,NA,0,NA,NA,NA,NA,NA,NA,0,1,131,2014-09-07,7,2014/15
States,Ohio,2014,37,NA,0.400348,NA,NA,NA,NA,NA,NA,46,30,11490,2014-09-07,7,2014/15
States,Oklahoma,2014,37,NA,0.694927,NA,NA,NA,NA,NA,NA,20,17,2878,2014-09-07,7,2014/15
States,Oregon,2014,37,NA,0.106383,NA,NA,NA,NA,NA,NA,1,5,940,2014-09-07,7,2014/15
States,Pennsylvania,2014,37,NA,0.929671,NA,NA,NA,NA,NA,NA,131,32,14091,2014-09-07,7,2014/15
States,Rhode Island,2014,37,NA,0.0171999,NA,NA,NA,NA,NA,NA,1,18,5814,2014-09-07,7,2014/15
States,South Carolina,2014,37,NA,0.09802,NA,NA,NA,NA,NA,NA,5,10,5101,2014-09-07,7,2014/15
States,South Dakota,2014,37,NA,0.766363,NA,NA,NA,NA,NA,NA,37,21,4828,2014-09-07,7,2014/15
States,Tennessee,2014,37,NA,0.17507,NA,NA,NA,NA,NA,NA,20,52,11424,2014-09-07,7,2014/15
States,Texas,2014,37,NA,2.21526,NA,NA,NA,NA,NA,NA,792,89,35752,2014-09-07,7,2014/15
States,Utah,2014,37,NA,1.47658,NA,NA,NA,NA,NA,NA,272,42,18421,2014-09-07,7,2014/15
States,Vermont,2014,37,NA,1.88925,NA,NA,NA,NA,NA,NA,29,7,1535,2014-09-07,7,2014/15
States,Virginia,2014,37,NA,1.35542,NA,NA,NA,NA,NA,NA,1032,113,76139,2014-09-07,7,2014/15
States,Washington,2014,37,NA,0.407268,NA,NA,NA,NA,NA,NA,13,7,3192,2014-09-07,7,2014/15
States,West Virginia,2014,37,NA,0.618632,NA,NA,NA,NA,NA,NA,68,28,10992,2014-09-07,7,2014/15
States,Wisconsin,2014,37,NA,0.487465,NA,NA,NA,NA,NA,NA,21,23,4308,2014-09-07,7,2014/15
States,Wyoming,2014,37,NA,0.565536,NA,NA,NA,NA,NA,NA,17,15,3006,2014-09-07,7,2014/15
States,Puerto Rico,2014,37,NA,7.10806,NA,NA,NA,NA,NA,NA,394,6,5543,2014-09-07,7,2014/15
States,Virgin Islands,2014,37,NA,1.60428,NA,NA,NA,NA,NA,NA,6,1,374,2014-09-07,7,2014/15
States,New York City,2014,37,NA,1.10362,NA,NA,NA,NA,NA,NA,1061,63,96138,2014-09-07,7,2014/15
States,Alabama,2014,38,NA,2.12647,NA,NA,NA,NA,NA,NA,152,17,7148,2014-09-14,8,2014/15
States,Alaska,2014,38,NA,0,NA,NA,NA,NA,NA,NA,0,2,739,2014-09-14,8,2014/15
States,Arizona,2014,38,NA,1.12618,NA,NA,NA,NA,NA,NA,245,45,21755,2014-09-14,8,2014/15
States,Arkansas,2014,38,NA,0.2079,NA,NA,NA,NA,NA,NA,3,4,1443,2014-09-14,8,2014/15
States,California,2014,38,NA,1.86948,NA,NA,NA,NA,NA,NA,487,68,26050,2014-09-14,8,2014/15
States,Colorado,2014,38,NA,0.461823,NA,NA,NA,NA,NA,NA,15,6,3248,2014-09-14,8,2014/15
States,Connecticut,2014,38,NA,0.166389,NA,NA,NA,NA,NA,NA,3,6,1803,2014-09-14,8,2014/15
States,Delaware,2014,38,NA,0,NA,NA,NA,NA,NA,NA,0,7,1608,2014-09-14,8,2014/15
States,District of Columbia,2014,38,NA,8.36785,NA,NA,NA,NA,NA,NA,101,1,1207,2014-09-14,8,2014/15
States,Florida,2014,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-14,8,2014/15
States,Georgia,2014,38,NA,0.189054,NA,NA,NA,NA,NA,NA,39,23,20629,2014-09-14,8,2014/15
States,Hawaii,2014,38,NA,3.02419,NA,NA,NA,NA,NA,NA,45,13,1488,2014-09-14,8,2014/15
States,Idaho,2014,38,NA,0,NA,NA,NA,NA,NA,NA,0,1,297,2014-09-14,8,2014/15
States,Illinois,2014,38,NA,1.80433,NA,NA,NA,NA,NA,NA,966,83,53538,2014-09-14,8,2014/15
States,Indiana,2014,38,NA,0.585097,NA,NA,NA,NA,NA,NA,34,22,5811,2014-09-14,8,2014/15
States,Iowa,2014,38,NA,0.289691,NA,NA,NA,NA,NA,NA,87,9,30032,2014-09-14,8,2014/15
States,Kansas,2014,38,NA,0.786473,NA,NA,NA,NA,NA,NA,20,9,2543,2014-09-14,8,2014/15
States,Kentucky,2014,38,NA,0.0399401,NA,NA,NA,NA,NA,NA,8,10,20030,2014-09-14,8,2014/15
States,Louisiana,2014,38,NA,1.67126,NA,NA,NA,NA,NA,NA,721,62,43141,2014-09-14,8,2014/15
States,Maine,2014,38,NA,1.32956,NA,NA,NA,NA,NA,NA,61,26,4588,2014-09-14,8,2014/15
States,Maryland,2014,38,NA,2.05882,NA,NA,NA,NA,NA,NA,49,7,2380,2014-09-14,8,2014/15
States,Massachusetts,2014,38,NA,0.564925,NA,NA,NA,NA,NA,NA,138,29,24428,2014-09-14,8,2014/15
States,Michigan,2014,38,NA,0.666009,NA,NA,NA,NA,NA,NA,81,30,12162,2014-09-14,8,2014/15
States,Minnesota,2014,38,NA,1.42687,NA,NA,NA,NA,NA,NA,60,8,4205,2014-09-14,8,2014/15
States,Mississippi,2014,38,NA,2.31096,NA,NA,NA,NA,NA,NA,375,38,16227,2014-09-14,8,2014/15
States,Missouri,2014,38,NA,0.28416400000000003,NA,NA,NA,NA,NA,NA,11,17,3871,2014-09-14,8,2014/15
States,Montana,2014,38,NA,0,NA,NA,NA,NA,NA,NA,0,7,2148,2014-09-14,8,2014/15
States,Nebraska,2014,38,NA,1.44788,NA,NA,NA,NA,NA,NA,15,7,1036,2014-09-14,8,2014/15
States,Nevada,2014,38,NA,0.583847,NA,NA,NA,NA,NA,NA,90,28,15415,2014-09-14,8,2014/15
States,New Hampshire,2014,38,NA,0.087146,NA,NA,NA,NA,NA,NA,2,14,2295,2014-09-14,8,2014/15
States,New Jersey,2014,38,NA,1.74856,NA,NA,NA,NA,NA,NA,137,20,7835,2014-09-14,8,2014/15
States,New Mexico,2014,38,NA,2.06866,NA,NA,NA,NA,NA,NA,138,15,6671,2014-09-14,8,2014/15
States,New York,2014,38,NA,0.835488,NA,NA,NA,NA,NA,NA,126,127,15081,2014-09-14,8,2014/15
States,North Carolina,2014,38,NA,0.85752,NA,NA,NA,NA,NA,NA,39,16,4548,2014-09-14,8,2014/15
States,North Dakota,2014,38,NA,0,NA,NA,NA,NA,NA,NA,0,1,113,2014-09-14,8,2014/15
States,Ohio,2014,38,NA,0.446263,NA,NA,NA,NA,NA,NA,48,30,10756,2014-09-14,8,2014/15
States,Oklahoma,2014,38,NA,1.46689,NA,NA,NA,NA,NA,NA,35,15,2386,2014-09-14,8,2014/15
States,Oregon,2014,38,NA,0.975976,NA,NA,NA,NA,NA,NA,13,8,1332,2014-09-14,8,2014/15
States,Pennsylvania,2014,38,NA,1.2626,NA,NA,NA,NA,NA,NA,149,28,11801,2014-09-14,8,2014/15
States,Rhode Island,2014,38,NA,0.0342349,NA,NA,NA,NA,NA,NA,2,17,5842,2014-09-14,8,2014/15
States,South Carolina,2014,38,NA,0.0190078,NA,NA,NA,NA,NA,NA,1,10,5261,2014-09-14,8,2014/15
States,South Dakota,2014,38,NA,0.668392,NA,NA,NA,NA,NA,NA,31,21,4638,2014-09-14,8,2014/15
States,Tennessee,2014,38,NA,0.20241,NA,NA,NA,NA,NA,NA,21,49,10375,2014-09-14,8,2014/15
States,Texas,2014,38,NA,2.25158,NA,NA,NA,NA,NA,NA,784,88,34820,2014-09-14,8,2014/15
States,Utah,2014,38,NA,1.2458,NA,NA,NA,NA,NA,NA,226,41,18141,2014-09-14,8,2014/15
States,Vermont,2014,38,NA,2.3622,NA,NA,NA,NA,NA,NA,39,7,1651,2014-09-14,8,2014/15
States,Virginia,2014,38,NA,1.43986,NA,NA,NA,NA,NA,NA,1128,119,78341,2014-09-14,8,2014/15
States,Washington,2014,38,NA,0.622038,NA,NA,NA,NA,NA,NA,21,7,3376,2014-09-14,8,2014/15
States,West Virginia,2014,38,NA,0.50818700000000006,NA,NA,NA,NA,NA,NA,54,27,10626,2014-09-14,8,2014/15
States,Wisconsin,2014,38,NA,0.671624,NA,NA,NA,NA,NA,NA,28,22,4169,2014-09-14,8,2014/15
States,Wyoming,2014,38,NA,0.609975,NA,NA,NA,NA,NA,NA,17,15,2787,2014-09-14,8,2014/15
States,Puerto Rico,2014,38,NA,3.86579,NA,NA,NA,NA,NA,NA,212,6,5484,2014-09-14,8,2014/15
States,Virgin Islands,2014,38,NA,2.31959,NA,NA,NA,NA,NA,NA,9,1,388,2014-09-14,8,2014/15
States,New York City,2014,38,NA,1.61514,NA,NA,NA,NA,NA,NA,1652,62,102282,2014-09-14,8,2014/15
States,Alabama,2014,39,NA,2.04542,NA,NA,NA,NA,NA,NA,136,15,6649,2014-09-21,9,2014/15
States,Alaska,2014,39,NA,0.572246,NA,NA,NA,NA,NA,NA,4,2,699,2014-09-21,9,2014/15
States,Arizona,2014,39,NA,1.24332,NA,NA,NA,NA,NA,NA,221,45,17775,2014-09-21,9,2014/15
States,Arkansas,2014,39,NA,0.144718,NA,NA,NA,NA,NA,NA,2,4,1382,2014-09-21,9,2014/15
States,California,2014,39,NA,1.78656,NA,NA,NA,NA,NA,NA,453,66,25356,2014-09-21,9,2014/15
States,Colorado,2014,39,NA,0.38112,NA,NA,NA,NA,NA,NA,13,6,3411,2014-09-21,9,2014/15
States,Connecticut,2014,39,NA,0.362976,NA,NA,NA,NA,NA,NA,6,5,1653,2014-09-21,9,2014/15
States,Delaware,2014,39,NA,0.144092,NA,NA,NA,NA,NA,NA,2,6,1388,2014-09-21,9,2014/15
States,District of Columbia,2014,39,NA,8.56793,NA,NA,NA,NA,NA,NA,140,1,1634,2014-09-21,9,2014/15
States,Florida,2014,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-21,9,2014/15
States,Georgia,2014,39,NA,0.220719,NA,NA,NA,NA,NA,NA,47,21,21294,2014-09-21,9,2014/15
States,Hawaii,2014,39,NA,1.9385,NA,NA,NA,NA,NA,NA,29,12,1496,2014-09-21,9,2014/15
States,Idaho,2014,39,NA,0.15015,NA,NA,NA,NA,NA,NA,1,2,666,2014-09-21,9,2014/15
States,Illinois,2014,39,NA,1.59832,NA,NA,NA,NA,NA,NA,801,82,50115,2014-09-21,9,2014/15
States,Indiana,2014,39,NA,0.459297,NA,NA,NA,NA,NA,NA,29,22,6314,2014-09-21,9,2014/15
States,Iowa,2014,39,NA,0.185621,NA,NA,NA,NA,NA,NA,60,9,32324,2014-09-21,9,2014/15
States,Kansas,2014,39,NA,0.885461,NA,NA,NA,NA,NA,NA,31,11,3501,2014-09-21,9,2014/15
States,Kentucky,2014,39,NA,0.0906454,NA,NA,NA,NA,NA,NA,5,6,5516,2014-09-21,9,2014/15
States,Louisiana,2014,39,NA,1.50033,NA,NA,NA,NA,NA,NA,644,65,42924,2014-09-21,9,2014/15
States,Maine,2014,39,NA,1.36112,NA,NA,NA,NA,NA,NA,64,26,4702,2014-09-21,9,2014/15
States,Maryland,2014,39,NA,1.55096,NA,NA,NA,NA,NA,NA,42,11,2708,2014-09-21,9,2014/15
States,Massachusetts,2014,39,NA,0.664808,NA,NA,NA,NA,NA,NA,155,29,23315,2014-09-21,9,2014/15
States,Michigan,2014,39,NA,0.786535,NA,NA,NA,NA,NA,NA,100,32,12714,2014-09-21,9,2014/15
States,Minnesota,2014,39,NA,0.631821,NA,NA,NA,NA,NA,NA,22,7,3482,2014-09-21,9,2014/15
States,Mississippi,2014,39,NA,2.67093,NA,NA,NA,NA,NA,NA,434,40,16249,2014-09-21,9,2014/15
States,Missouri,2014,39,NA,0.276451,NA,NA,NA,NA,NA,NA,11,17,3979,2014-09-21,9,2014/15
States,Montana,2014,39,NA,0.0882613,NA,NA,NA,NA,NA,NA,2,7,2266,2014-09-21,9,2014/15
States,Nebraska,2014,39,NA,1.06075,NA,NA,NA,NA,NA,NA,11,7,1037,2014-09-21,9,2014/15
States,Nevada,2014,39,NA,0.560659,NA,NA,NA,NA,NA,NA,83,29,14804,2014-09-21,9,2014/15
States,New Hampshire,2014,39,NA,0,NA,NA,NA,NA,NA,NA,0,15,2204,2014-09-21,9,2014/15
States,New Jersey,2014,39,NA,1.73814,NA,NA,NA,NA,NA,NA,122,20,7019,2014-09-21,9,2014/15
States,New Mexico,2014,39,NA,1.67216,NA,NA,NA,NA,NA,NA,147,19,8791,2014-09-21,9,2014/15
States,New York,2014,39,NA,0.796167,NA,NA,NA,NA,NA,NA,108,125,13565,2014-09-21,9,2014/15
States,North Carolina,2014,39,NA,1.24224,NA,NA,NA,NA,NA,NA,56,16,4508,2014-09-21,9,2014/15
States,North Dakota,2014,39,NA,0,NA,NA,NA,NA,NA,NA,0,1,119,2014-09-21,9,2014/15
States,Ohio,2014,39,NA,0.164174,NA,NA,NA,NA,NA,NA,18,29,10964,2014-09-21,9,2014/15
States,Oklahoma,2014,39,NA,1.00074,NA,NA,NA,NA,NA,NA,27,17,2698,2014-09-21,9,2014/15
States,Oregon,2014,39,NA,0.538117,NA,NA,NA,NA,NA,NA,6,6,1115,2014-09-21,9,2014/15
States,Pennsylvania,2014,39,NA,1.06503,NA,NA,NA,NA,NA,NA,151,30,14178,2014-09-21,9,2014/15
States,Rhode Island,2014,39,NA,0.0169262,NA,NA,NA,NA,NA,NA,1,18,5908,2014-09-21,9,2014/15
States,South Carolina,2014,39,NA,0.0388576,NA,NA,NA,NA,NA,NA,2,10,5147,2014-09-21,9,2014/15
States,South Dakota,2014,39,NA,0.729108,NA,NA,NA,NA,NA,NA,26,21,3566,2014-09-21,9,2014/15
States,Tennessee,2014,39,NA,0.135253,NA,NA,NA,NA,NA,NA,14,47,10351,2014-09-21,9,2014/15
States,Texas,2014,39,NA,2.33845,NA,NA,NA,NA,NA,NA,828,83,35408,2014-09-21,9,2014/15
States,Utah,2014,39,NA,1.22449,NA,NA,NA,NA,NA,NA,219,41,17885,2014-09-21,9,2014/15
States,Vermont,2014,39,NA,1.77134,NA,NA,NA,NA,NA,NA,22,6,1242,2014-09-21,9,2014/15
States,Virginia,2014,39,NA,1.46903,NA,NA,NA,NA,NA,NA,1221,122,83116,2014-09-21,9,2014/15
States,Washington,2014,39,NA,0.32769,NA,NA,NA,NA,NA,NA,12,7,3662,2014-09-21,9,2014/15
States,West Virginia,2014,39,NA,0.498453,NA,NA,NA,NA,NA,NA,58,28,11636,2014-09-21,9,2014/15
States,Wisconsin,2014,39,NA,0.689491,NA,NA,NA,NA,NA,NA,29,24,4206,2014-09-21,9,2014/15
States,Wyoming,2014,39,NA,0.538793,NA,NA,NA,NA,NA,NA,15,14,2784,2014-09-21,9,2014/15
States,Puerto Rico,2014,39,NA,7.24346,NA,NA,NA,NA,NA,NA,432,7,5964,2014-09-21,9,2014/15
States,Virgin Islands,2014,39,NA,1.78571,NA,NA,NA,NA,NA,NA,7,1,392,2014-09-21,9,2014/15
States,New York City,2014,39,NA,1.60663,NA,NA,NA,NA,NA,NA,1619,62,100770,2014-09-21,9,2014/15
States,Alabama,2014,40,NA,1.73174,NA,NA,NA,NA,NA,NA,220,26,12704,2014-09-28,10,2014/15
States,Alaska,2014,40,NA,0.437445,NA,NA,NA,NA,NA,NA,5,7,1143,2014-09-28,10,2014/15
States,Arizona,2014,40,NA,1.02937,NA,NA,NA,NA,NA,NA,299,59,29047,2014-09-28,10,2014/15
States,Arkansas,2014,40,NA,1.07239,NA,NA,NA,NA,NA,NA,48,17,4476,2014-09-28,10,2014/15
States,California,2014,40,NA,1.9089,NA,NA,NA,NA,NA,NA,831,129,43533,2014-09-28,10,2014/15
States,Colorado,2014,40,NA,0.466945,NA,NA,NA,NA,NA,NA,19,6,4069,2014-09-28,10,2014/15
States,Connecticut,2014,40,NA,1.48994,NA,NA,NA,NA,NA,NA,60,17,4027,2014-09-28,10,2014/15
States,Delaware,2014,40,NA,0.0629723,NA,NA,NA,NA,NA,NA,1,7,1588,2014-09-28,10,2014/15
States,District of Columbia,2014,40,NA,5.85054,NA,NA,NA,NA,NA,NA,119,2,2034,2014-09-28,10,2014/15
States,Florida,2014,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-28,10,2014/15
States,Georgia,2014,40,NA,0.396825,NA,NA,NA,NA,NA,NA,95,34,23940,2014-09-28,10,2014/15
States,Hawaii,2014,40,NA,4.81841,NA,NA,NA,NA,NA,NA,134,20,2781,2014-09-28,10,2014/15
States,Idaho,2014,40,NA,1.14723,NA,NA,NA,NA,NA,NA,30,9,2615,2014-09-28,10,2014/15
States,Illinois,2014,40,NA,1.47637,NA,NA,NA,NA,NA,NA,853,93,57777,2014-09-28,10,2014/15
States,Indiana,2014,40,NA,0.514369,NA,NA,NA,NA,NA,NA,46,35,8943,2014-09-28,10,2014/15
States,Iowa,2014,40,NA,0.254043,NA,NA,NA,NA,NA,NA,82,16,32278,2014-09-28,10,2014/15
States,Kansas,2014,40,NA,0.498433,NA,NA,NA,NA,NA,NA,35,29,7022,2014-09-28,10,2014/15
States,Kentucky,2014,40,NA,0.100271,NA,NA,NA,NA,NA,NA,20,17,19946,2014-09-28,10,2014/15
States,Louisiana,2014,40,NA,1.7935,NA,NA,NA,NA,NA,NA,823,75,45888,2014-09-28,10,2014/15
States,Maine,2014,40,NA,1.30226,NA,NA,NA,NA,NA,NA,76,29,5836,2014-09-28,10,2014/15
States,Maryland,2014,40,NA,1.01115,NA,NA,NA,NA,NA,NA,107,20,10582,2014-09-28,10,2014/15
States,Massachusetts,2014,40,NA,0.618429,NA,NA,NA,NA,NA,NA,170,47,27489,2014-09-28,10,2014/15
States,Michigan,2014,40,NA,0.320957,NA,NA,NA,NA,NA,NA,51,42,15890,2014-09-28,10,2014/15
States,Minnesota,2014,40,NA,0.766983,NA,NA,NA,NA,NA,NA,42,16,5476,2014-09-28,10,2014/15
States,Mississippi,2014,40,NA,2.26715,NA,NA,NA,NA,NA,NA,453,50,19981,2014-09-28,10,2014/15
States,Missouri,2014,40,NA,1.03915,NA,NA,NA,NA,NA,NA,86,23,8276,2014-09-28,10,2014/15
States,Montana,2014,40,NA,0.096401,NA,NA,NA,NA,NA,NA,3,12,3112,2014-09-28,10,2014/15
States,Nebraska,2014,40,NA,0.630564,NA,NA,NA,NA,NA,NA,17,16,2696,2014-09-28,10,2014/15
States,Nevada,2014,40,NA,0.494334,NA,NA,NA,NA,NA,NA,65,29,13149,2014-09-28,10,2014/15
States,New Hampshire,2014,40,NA,0.0233372,NA,NA,NA,NA,NA,NA,1,22,4285,2014-09-28,10,2014/15
States,New Jersey,2014,40,NA,1.4055,NA,NA,NA,NA,NA,NA,114,22,8111,2014-09-28,10,2014/15
States,New Mexico,2014,40,NA,1.34435,NA,NA,NA,NA,NA,NA,148,25,11009,2014-09-28,10,2014/15
States,New York,2014,40,NA,0.693823,NA,NA,NA,NA,NA,NA,124,153,17872,2014-09-28,10,2014/15
States,North Carolina,2014,40,NA,0.557937,NA,NA,NA,NA,NA,NA,82,44,14697,2014-09-28,10,2014/15
States,North Dakota,2014,40,NA,0.416089,NA,NA,NA,NA,NA,NA,6,7,1442,2014-09-28,10,2014/15
States,Ohio,2014,40,NA,0.392734,NA,NA,NA,NA,NA,NA,56,46,14259,2014-09-28,10,2014/15
States,Oklahoma,2014,40,NA,1.85456,NA,NA,NA,NA,NA,NA,38,14,2049,2014-09-28,10,2014/15
States,Oregon,2014,40,NA,0.223499,NA,NA,NA,NA,NA,NA,7,13,3132,2014-09-28,10,2014/15
States,Pennsylvania,2014,40,NA,0.937714,NA,NA,NA,NA,NA,NA,137,38,14610,2014-09-28,10,2014/15
States,Rhode Island,2014,40,NA,0.0433839,NA,NA,NA,NA,NA,NA,3,20,6915,2014-09-28,10,2014/15
States,South Carolina,2014,40,NA,0.229709,NA,NA,NA,NA,NA,NA,15,15,6530,2014-09-28,10,2014/15
States,South Dakota,2014,40,NA,0.820531,NA,NA,NA,NA,NA,NA,47,24,5728,2014-09-28,10,2014/15
States,Tennessee,2014,40,NA,0.235632,NA,NA,NA,NA,NA,NA,23,48,9761,2014-09-28,10,2014/15
States,Texas,2014,40,NA,1.61545,NA,NA,NA,NA,NA,NA,623,95,38565,2014-09-28,10,2014/15
