region_type,region,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,season_week,season
States,Puerto Rico,2018,22,NA,5.11247,NA,NA,NA,NA,NA,NA,100,4,1956,2018-05-27,44,2017/18
States,Virgin Islands,2018,22,NA,0.327332,NA,NA,NA,NA,NA,NA,2,2,611,2018-05-27,44,2017/18
States,New York City,2018,22,NA,1.57449,NA,NA,NA,NA,NA,NA,1424,34,90442,2018-05-27,44,2017/18
States,Alabama,2018,23,NA,0.790724,NA,NA,NA,NA,NA,NA,283,74,35790,2018-06-03,45,2017/18
States,Alaska,2018,23,NA,1.76056,NA,NA,NA,NA,NA,NA,70,13,3976,2018-06-03,45,2017/18
States,Arizona,2018,23,NA,1.55347,NA,NA,NA,NA,NA,NA,180,37,11587,2018-06-03,45,2017/18
States,Arkansas,2018,23,NA,1.1781,NA,NA,NA,NA,NA,NA,17,8,1443,2018-06-03,45,2017/18
States,California,2018,23,NA,1.34495,NA,NA,NA,NA,NA,NA,571,91,42455,2018-06-03,45,2017/18
States,Colorado,2018,23,NA,0.293751,NA,NA,NA,NA,NA,NA,66,41,22468,2018-06-03,45,2017/18
States,Connecticut,2018,23,NA,0.599829,NA,NA,NA,NA,NA,NA,7,7,1167,2018-06-03,45,2017/18
States,Delaware,2018,23,NA,0,NA,NA,NA,NA,NA,NA,0,10,2474,2018-06-03,45,2017/18
States,District of Columbia,2018,23,NA,1.611,NA,NA,NA,NA,NA,NA,218,5,13532,2018-06-03,45,2017/18
States,Florida,2018,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-03,45,2017/18
States,Georgia,2018,23,NA,1.70292,NA,NA,NA,NA,NA,NA,638,40,37465,2018-06-03,45,2017/18
States,Hawaii,2018,23,NA,1.67653,NA,NA,NA,NA,NA,NA,17,14,1014,2018-06-03,45,2017/18
States,Idaho,2018,23,NA,0.365631,NA,NA,NA,NA,NA,NA,2,2,547,2018-06-03,45,2017/18
States,Illinois,2018,23,NA,0.641356,NA,NA,NA,NA,NA,NA,224,61,34926,2018-06-03,45,2017/18
States,Indiana,2018,23,NA,1.34508,NA,NA,NA,NA,NA,NA,29,14,2156,2018-06-03,45,2017/18
States,Iowa,2018,23,NA,0,NA,NA,NA,NA,NA,NA,0,8,1545,2018-06-03,45,2017/18
States,Kansas,2018,23,NA,0.963719,NA,NA,NA,NA,NA,NA,17,12,1764,2018-06-03,45,2017/18
States,Kentucky,2018,23,NA,0.25289,NA,NA,NA,NA,NA,NA,14,10,5536,2018-06-03,45,2017/18
States,Louisiana,2018,23,NA,1.43664,NA,NA,NA,NA,NA,NA,743,92,51718,2018-06-03,45,2017/18
States,Maine,2018,23,NA,0,NA,NA,NA,NA,NA,NA,0,19,4211,2018-06-03,45,2017/18
States,Maryland,2018,23,NA,2.11203,NA,NA,NA,NA,NA,NA,92,18,4356,2018-06-03,45,2017/18
States,Massachusetts,2018,23,NA,0.685467,NA,NA,NA,NA,NA,NA,193,31,28156,2018-06-03,45,2017/18
States,Michigan,2018,23,NA,0.393722,NA,NA,NA,NA,NA,NA,72,69,18287,2018-06-03,45,2017/18
States,Minnesota,2018,23,NA,0.545384,NA,NA,NA,NA,NA,NA,28,17,5134,2018-06-03,45,2017/18
States,Mississippi,2018,23,NA,1.38915,NA,NA,NA,NA,NA,NA,222,45,15981,2018-06-03,45,2017/18
States,Missouri,2018,23,NA,0.0922084,NA,NA,NA,NA,NA,NA,2,15,2169,2018-06-03,45,2017/18
States,Montana,2018,23,NA,0,NA,NA,NA,NA,NA,NA,0,4,2049,2018-06-03,45,2017/18
States,Nebraska,2018,23,NA,1.26456,NA,NA,NA,NA,NA,NA,89,38,7038,2018-06-03,45,2017/18
States,Nevada,2018,23,NA,0.599987,NA,NA,NA,NA,NA,NA,94,31,15667,2018-06-03,45,2017/18
States,New Hampshire,2018,23,NA,0.496102,NA,NA,NA,NA,NA,NA,7,12,1411,2018-06-03,45,2017/18
States,New Jersey,2018,23,NA,1.836,NA,NA,NA,NA,NA,NA,459,37,25000,2018-06-03,45,2017/18
States,New Mexico,2018,23,NA,1.4778,NA,NA,NA,NA,NA,NA,205,28,13872,2018-06-03,45,2017/18
States,New York,2018,23,NA,0.0269724,NA,NA,NA,NA,NA,NA,2,38,7415,2018-06-03,45,2017/18
States,North Carolina,2018,23,NA,0.708346,NA,NA,NA,NA,NA,NA,46,25,6494,2018-06-03,45,2017/18
States,North Dakota,2018,23,NA,0.376412,NA,NA,NA,NA,NA,NA,3,4,797,2018-06-03,45,2017/18
States,Ohio,2018,23,NA,0.614777,NA,NA,NA,NA,NA,NA,56,28,9109,2018-06-03,45,2017/18
States,Oklahoma,2018,23,NA,0.331565,NA,NA,NA,NA,NA,NA,10,13,3016,2018-06-03,45,2017/18
States,Oregon,2018,23,NA,0.81507,NA,NA,NA,NA,NA,NA,286,73,35089,2018-06-03,45,2017/18
States,Pennsylvania,2018,23,NA,0.752432,NA,NA,NA,NA,NA,NA,379,132,50370,2018-06-03,45,2017/18
States,Rhode Island,2018,23,NA,0.027571,NA,NA,NA,NA,NA,NA,1,23,3627,2018-06-03,45,2017/18
States,South Carolina,2018,23,NA,0.376041,NA,NA,NA,NA,NA,NA,14,10,3723,2018-06-03,45,2017/18
States,South Dakota,2018,23,NA,0.48772,NA,NA,NA,NA,NA,NA,28,23,5741,2018-06-03,45,2017/18
States,Tennessee,2018,23,NA,0.212643,NA,NA,NA,NA,NA,NA,11,47,5173,2018-06-03,45,2017/18
States,Texas,2018,23,NA,1.57834,NA,NA,NA,NA,NA,NA,316,90,20021,2018-06-03,45,2017/18
States,Utah,2018,23,NA,0.782286,NA,NA,NA,NA,NA,NA,301,45,38477,2018-06-03,45,2017/18
States,Vermont,2018,23,NA,2,NA,NA,NA,NA,NA,NA,23,5,1150,2018-06-03,45,2017/18
States,Virginia,2018,23,NA,0.853615,NA,NA,NA,NA,NA,NA,786,119,92079,2018-06-03,45,2017/18
States,Washington,2018,23,NA,0.126743,NA,NA,NA,NA,NA,NA,1,19,789,2018-06-03,45,2017/18
States,West Virginia,2018,23,NA,0.132132,NA,NA,NA,NA,NA,NA,11,25,8325,2018-06-03,45,2017/18
States,Wisconsin,2018,23,NA,1.62032,NA,NA,NA,NA,NA,NA,74,19,4567,2018-06-03,45,2017/18
States,Wyoming,2018,23,NA,0.576271,NA,NA,NA,NA,NA,NA,17,14,2950,2018-06-03,45,2017/18
States,Puerto Rico,2018,23,NA,5.44629,NA,NA,NA,NA,NA,NA,108,4,1983,2018-06-03,45,2017/18
States,Virgin Islands,2018,23,NA,1.11643,NA,NA,NA,NA,NA,NA,7,2,627,2018-06-03,45,2017/18
States,New York City,2018,23,NA,1.56583,NA,NA,NA,NA,NA,NA,1573,69,100458,2018-06-03,45,2017/18
States,Alabama,2018,24,NA,0.790179,NA,NA,NA,NA,NA,NA,280,76,35435,2018-06-10,46,2017/18
States,Alaska,2018,24,NA,0.902708,NA,NA,NA,NA,NA,NA,36,14,3988,2018-06-10,46,2017/18
States,Arizona,2018,24,NA,1.76123,NA,NA,NA,NA,NA,NA,140,25,7949,2018-06-10,46,2017/18
States,Arkansas,2018,24,NA,1.3708,NA,NA,NA,NA,NA,NA,20,6,1459,2018-06-10,46,2017/18
States,California,2018,24,NA,1.33835,NA,NA,NA,NA,NA,NA,548,90,40946,2018-06-10,46,2017/18
States,Colorado,2018,24,NA,0.264858,NA,NA,NA,NA,NA,NA,57,41,21521,2018-06-10,46,2017/18
States,Connecticut,2018,24,NA,0.879507,NA,NA,NA,NA,NA,NA,10,6,1137,2018-06-10,46,2017/18
States,Delaware,2018,24,NA,0.042517,NA,NA,NA,NA,NA,NA,1,10,2352,2018-06-10,46,2017/18
States,District of Columbia,2018,24,NA,0.829155,NA,NA,NA,NA,NA,NA,86,4,10372,2018-06-10,46,2017/18
States,Florida,2018,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-10,46,2017/18
States,Georgia,2018,24,NA,1.36866,NA,NA,NA,NA,NA,NA,528,45,38578,2018-06-10,46,2017/18
States,Hawaii,2018,24,NA,1.24844,NA,NA,NA,NA,NA,NA,10,14,801,2018-06-10,46,2017/18
States,Idaho,2018,24,NA,0.184843,NA,NA,NA,NA,NA,NA,1,2,541,2018-06-10,46,2017/18
States,Illinois,2018,24,NA,0.604413,NA,NA,NA,NA,NA,NA,209,60,34579,2018-06-10,46,2017/18
States,Indiana,2018,24,NA,0.487277,NA,NA,NA,NA,NA,NA,9,15,1847,2018-06-10,46,2017/18
States,Iowa,2018,24,NA,0,NA,NA,NA,NA,NA,NA,0,7,1434,2018-06-10,46,2017/18
States,Kansas,2018,24,NA,0.833912,NA,NA,NA,NA,NA,NA,12,10,1439,2018-06-10,46,2017/18
States,Kentucky,2018,24,NA,0.290251,NA,NA,NA,NA,NA,NA,17,9,5857,2018-06-10,46,2017/18
States,Louisiana,2018,24,NA,1.33267,NA,NA,NA,NA,NA,NA,667,91,50050,2018-06-10,46,2017/18
States,Maine,2018,24,NA,0.0911993,NA,NA,NA,NA,NA,NA,4,19,4386,2018-06-10,46,2017/18
States,Maryland,2018,24,NA,0.863107,NA,NA,NA,NA,NA,NA,43,17,4982,2018-06-10,46,2017/18
States,Massachusetts,2018,24,NA,0.650836,NA,NA,NA,NA,NA,NA,185,29,28425,2018-06-10,46,2017/18
States,Michigan,2018,24,NA,0.723549,NA,NA,NA,NA,NA,NA,130,71,17967,2018-06-10,46,2017/18
States,Minnesota,2018,24,NA,0.327439,NA,NA,NA,NA,NA,NA,5,7,1527,2018-06-10,46,2017/18
States,Mississippi,2018,24,NA,1.26806,NA,NA,NA,NA,NA,NA,208,45,16403,2018-06-10,46,2017/18
States,Missouri,2018,24,NA,0.0935891,NA,NA,NA,NA,NA,NA,2,16,2137,2018-06-10,46,2017/18
States,Montana,2018,24,NA,0,NA,NA,NA,NA,NA,NA,0,4,1945,2018-06-10,46,2017/18
States,Nebraska,2018,24,NA,1.10222,NA,NA,NA,NA,NA,NA,73,39,6623,2018-06-10,46,2017/18
States,Nevada,2018,24,NA,0.558036,NA,NA,NA,NA,NA,NA,85,31,15232,2018-06-10,46,2017/18
States,New Hampshire,2018,24,NA,0.780142,NA,NA,NA,NA,NA,NA,11,12,1410,2018-06-10,46,2017/18
States,New Jersey,2018,24,NA,1.76026,NA,NA,NA,NA,NA,NA,431,36,24485,2018-06-10,46,2017/18
States,New Mexico,2018,24,NA,1.01294,NA,NA,NA,NA,NA,NA,137,27,13525,2018-06-10,46,2017/18
States,New York,2018,24,NA,0.0407609,NA,NA,NA,NA,NA,NA,3,37,7360,2018-06-10,46,2017/18
States,North Carolina,2018,24,NA,0.423025,NA,NA,NA,NA,NA,NA,28,25,6619,2018-06-10,46,2017/18
States,North Dakota,2018,24,NA,0.535475,NA,NA,NA,NA,NA,NA,4,4,747,2018-06-10,46,2017/18
States,Ohio,2018,24,NA,0.771718,NA,NA,NA,NA,NA,NA,74,28,9589,2018-06-10,46,2017/18
States,Oklahoma,2018,24,NA,0.578778,NA,NA,NA,NA,NA,NA,9,11,1555,2018-06-10,46,2017/18
States,Oregon,2018,24,NA,0.7486,NA,NA,NA,NA,NA,NA,266,73,35533,2018-06-10,46,2017/18
States,Pennsylvania,2018,24,NA,0.656064,NA,NA,NA,NA,NA,NA,316,126,48166,2018-06-10,46,2017/18
States,Rhode Island,2018,24,NA,0.145433,NA,NA,NA,NA,NA,NA,5,22,3438,2018-06-10,46,2017/18
States,South Carolina,2018,24,NA,0.297137,NA,NA,NA,NA,NA,NA,11,9,3702,2018-06-10,46,2017/18
States,South Dakota,2018,24,NA,0.672116,NA,NA,NA,NA,NA,NA,37,23,5505,2018-06-10,46,2017/18
States,Tennessee,2018,24,NA,0.210768,NA,NA,NA,NA,NA,NA,11,46,5219,2018-06-10,46,2017/18
States,Texas,2018,24,NA,1.59816,NA,NA,NA,NA,NA,NA,320,92,20023,2018-06-10,46,2017/18
States,Utah,2018,24,NA,0.318847,NA,NA,NA,NA,NA,NA,27,18,8468,2018-06-10,46,2017/18
States,Vermont,2018,24,NA,1.57068,NA,NA,NA,NA,NA,NA,18,5,1146,2018-06-10,46,2017/18
States,Virginia,2018,24,NA,0.928725,NA,NA,NA,NA,NA,NA,808,117,87001,2018-06-10,46,2017/18
States,Washington,2018,24,NA,0.301694,NA,NA,NA,NA,NA,NA,13,35,4309,2018-06-10,46,2017/18
States,West Virginia,2018,24,NA,0.210322,NA,NA,NA,NA,NA,NA,13,25,6181,2018-06-10,46,2017/18
States,Wisconsin,2018,24,NA,0.171527,NA,NA,NA,NA,NA,NA,4,19,2332,2018-06-10,46,2017/18
States,Wyoming,2018,24,NA,0.494896,NA,NA,NA,NA,NA,NA,16,15,3233,2018-06-10,46,2017/18
States,Puerto Rico,2018,24,NA,4.93957,NA,NA,NA,NA,NA,NA,94,4,1903,2018-06-10,46,2017/18
States,Virgin Islands,2018,24,NA,1.09204,NA,NA,NA,NA,NA,NA,7,2,641,2018-06-10,46,2017/18
States,New York City,2018,24,NA,1.48538,NA,NA,NA,NA,NA,NA,1474,71,99234,2018-06-10,46,2017/18
States,Alabama,2018,25,NA,0.677789,NA,NA,NA,NA,NA,NA,182,76,26852,2018-06-17,47,2017/18
States,Alaska,2018,25,NA,1.35959,NA,NA,NA,NA,NA,NA,58,15,4266,2018-06-17,47,2017/18
States,Arizona,2018,25,NA,1.93483,NA,NA,NA,NA,NA,NA,288,42,14885,2018-06-17,47,2017/18
States,Arkansas,2018,25,NA,0.564016,NA,NA,NA,NA,NA,NA,10,8,1773,2018-06-17,47,2017/18
States,California,2018,25,NA,1.64565,NA,NA,NA,NA,NA,NA,526,81,31963,2018-06-17,47,2017/18
States,Colorado,2018,25,NA,0.207263,NA,NA,NA,NA,NA,NA,46,41,22194,2018-06-17,47,2017/18
States,Connecticut,2018,25,NA,1.1535,NA,NA,NA,NA,NA,NA,13,6,1127,2018-06-17,47,2017/18
States,Delaware,2018,25,NA,0.0469484,NA,NA,NA,NA,NA,NA,1,10,2130,2018-06-17,47,2017/18
States,District of Columbia,2018,25,NA,1.64323,NA,NA,NA,NA,NA,NA,215,5,13084,2018-06-17,47,2017/18
States,Florida,2018,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-17,47,2017/18
States,Georgia,2018,25,NA,1.23209,NA,NA,NA,NA,NA,NA,516,45,41880,2018-06-17,47,2017/18
States,Hawaii,2018,25,NA,1.78571,NA,NA,NA,NA,NA,NA,16,14,896,2018-06-17,47,2017/18
States,Idaho,2018,25,NA,0.18018,NA,NA,NA,NA,NA,NA,1,2,555,2018-06-17,47,2017/18
States,Illinois,2018,25,NA,0.72805,NA,NA,NA,NA,NA,NA,269,62,36948,2018-06-17,47,2017/18
States,Indiana,2018,25,NA,0.721021,NA,NA,NA,NA,NA,NA,13,15,1803,2018-06-17,47,2017/18
States,Iowa,2018,25,NA,0,NA,NA,NA,NA,NA,NA,0,7,1449,2018-06-17,47,2017/18
States,Kansas,2018,25,NA,0.107124,NA,NA,NA,NA,NA,NA,2,11,1867,2018-06-17,47,2017/18
States,Kentucky,2018,25,NA,0.271095,NA,NA,NA,NA,NA,NA,16,9,5902,2018-06-17,47,2017/18
States,Louisiana,2018,25,NA,1.35339,NA,NA,NA,NA,NA,NA,672,91,49653,2018-06-17,47,2017/18
States,Maine,2018,25,NA,0.0929368,NA,NA,NA,NA,NA,NA,4,19,4304,2018-06-17,47,2017/18
States,Maryland,2018,25,NA,0.794834,NA,NA,NA,NA,NA,NA,32,15,4026,2018-06-17,47,2017/18
States,Massachusetts,2018,25,NA,0.695557,NA,NA,NA,NA,NA,NA,178,29,25591,2018-06-17,47,2017/18
States,Michigan,2018,25,NA,0.405308,NA,NA,NA,NA,NA,NA,73,70,18011,2018-06-17,47,2017/18
States,Minnesota,2018,25,NA,0.702487,NA,NA,NA,NA,NA,NA,37,14,5267,2018-06-17,47,2017/18
States,Mississippi,2018,25,NA,1.15507,NA,NA,NA,NA,NA,NA,193,45,16709,2018-06-17,47,2017/18
States,Missouri,2018,25,NA,0.231589,NA,NA,NA,NA,NA,NA,5,16,2159,2018-06-17,47,2017/18
States,Montana,2018,25,NA,0,NA,NA,NA,NA,NA,NA,0,4,1645,2018-06-17,47,2017/18
States,Nebraska,2018,25,NA,0.307587,NA,NA,NA,NA,NA,NA,18,39,5852,2018-06-17,47,2017/18
States,Nevada,2018,25,NA,0.467892,NA,NA,NA,NA,NA,NA,69,29,14747,2018-06-17,47,2017/18
States,New Hampshire,2018,25,NA,1.00358,NA,NA,NA,NA,NA,NA,14,12,1395,2018-06-17,47,2017/18
States,New Jersey,2018,25,NA,1.6755,NA,NA,NA,NA,NA,NA,411,36,24530,2018-06-17,47,2017/18
States,New Mexico,2018,25,NA,1.03814,NA,NA,NA,NA,NA,NA,135,25,13004,2018-06-17,47,2017/18
States,New York,2018,25,NA,0,NA,NA,NA,NA,NA,NA,0,37,7529,2018-06-17,47,2017/18
States,North Carolina,2018,25,NA,0.435662,NA,NA,NA,NA,NA,NA,28,25,6427,2018-06-17,47,2017/18
States,North Dakota,2018,25,NA,0.41841,NA,NA,NA,NA,NA,NA,3,4,717,2018-06-17,47,2017/18
States,Ohio,2018,25,NA,0.503514,NA,NA,NA,NA,NA,NA,48,28,9533,2018-06-17,47,2017/18
States,Oklahoma,2018,25,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2018-06-17,47,2017/18
States,Oregon,2018,25,NA,0.697553,NA,NA,NA,NA,NA,NA,240,72,34406,2018-06-17,47,2017/18
States,Pennsylvania,2018,25,NA,0.54252,NA,NA,NA,NA,NA,NA,280,132,51611,2018-06-17,47,2017/18
States,Rhode Island,2018,25,NA,0.259488,NA,NA,NA,NA,NA,NA,8,22,3083,2018-06-17,47,2017/18
States,South Carolina,2018,25,NA,0.49903,NA,NA,NA,NA,NA,NA,18,10,3607,2018-06-17,47,2017/18
States,South Dakota,2018,25,NA,0.559493,NA,NA,NA,NA,NA,NA,30,23,5362,2018-06-17,47,2017/18
States,Tennessee,2018,25,NA,0.39128,NA,NA,NA,NA,NA,NA,21,46,5367,2018-06-17,47,2017/18
States,Texas,2018,25,NA,1.32682,NA,NA,NA,NA,NA,NA,250,91,18842,2018-06-17,47,2017/18
States,Utah,2018,25,NA,0.590195,NA,NA,NA,NA,NA,NA,124,42,21010,2018-06-17,47,2017/18
States,Vermont,2018,25,NA,1.27551,NA,NA,NA,NA,NA,NA,15,5,1176,2018-06-17,47,2017/18
States,Virginia,2018,25,NA,0.942518,NA,NA,NA,NA,NA,NA,790,109,83818,2018-06-17,47,2017/18
States,Washington,2018,25,NA,0.336619,NA,NA,NA,NA,NA,NA,14,34,4159,2018-06-17,47,2017/18
States,West Virginia,2018,25,NA,0.182788,NA,NA,NA,NA,NA,NA,12,24,6565,2018-06-17,47,2017/18
States,Wisconsin,2018,25,NA,0.121704,NA,NA,NA,NA,NA,NA,3,19,2465,2018-06-17,47,2017/18
States,Wyoming,2018,25,NA,0.71966,NA,NA,NA,NA,NA,NA,22,15,3057,2018-06-17,47,2017/18
States,Puerto Rico,2018,25,NA,5.57452,NA,NA,NA,NA,NA,NA,98,4,1758,2018-06-17,47,2017/18
States,Virgin Islands,2018,25,NA,1.22378,NA,NA,NA,NA,NA,NA,7,2,572,2018-06-17,47,2017/18
States,New York City,2018,25,NA,1.31214,NA,NA,NA,NA,NA,NA,1301,70,99151,2018-06-17,47,2017/18
States,Alabama,2018,26,NA,0.666144,NA,NA,NA,NA,NA,NA,221,75,33176,2018-06-24,48,2017/18
States,Alaska,2018,26,NA,1.91693,NA,NA,NA,NA,NA,NA,84,15,4382,2018-06-24,48,2017/18
States,Arizona,2018,26,NA,1.78559,NA,NA,NA,NA,NA,NA,266,41,14897,2018-06-24,48,2017/18
States,Arkansas,2018,26,NA,0.653595,NA,NA,NA,NA,NA,NA,11,7,1683,2018-06-24,48,2017/18
States,California,2018,26,NA,1.53626,NA,NA,NA,NA,NA,NA,493,84,32091,2018-06-24,48,2017/18
States,Colorado,2018,26,NA,0.272491,NA,NA,NA,NA,NA,NA,65,41,23854,2018-06-24,48,2017/18
States,Connecticut,2018,26,NA,1.84136,NA,NA,NA,NA,NA,NA,13,4,706,2018-06-24,48,2017/18
States,Delaware,2018,26,NA,0.369174,NA,NA,NA,NA,NA,NA,8,10,2167,2018-06-24,48,2017/18
States,District of Columbia,2018,26,NA,1.4592,NA,NA,NA,NA,NA,NA,196,5,13432,2018-06-24,48,2017/18
States,Florida,2018,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-24,48,2017/18
States,Georgia,2018,26,NA,1.14853,NA,NA,NA,NA,NA,NA,457,44,39790,2018-06-24,48,2017/18
States,Hawaii,2018,26,NA,1.14025,NA,NA,NA,NA,NA,NA,10,14,877,2018-06-24,48,2017/18
States,Idaho,2018,26,NA,0.189394,NA,NA,NA,NA,NA,NA,1,2,528,2018-06-24,48,2017/18
States,Illinois,2018,26,NA,0.643269,NA,NA,NA,NA,NA,NA,239,62,37154,2018-06-24,48,2017/18
States,Indiana,2018,26,NA,0.657895,NA,NA,NA,NA,NA,NA,16,15,2432,2018-06-24,48,2017/18
States,Iowa,2018,26,NA,0,NA,NA,NA,NA,NA,NA,0,7,1400,2018-06-24,48,2017/18
States,Kansas,2018,26,NA,1.05337,NA,NA,NA,NA,NA,NA,15,9,1424,2018-06-24,48,2017/18
States,Kentucky,2018,26,NA,0.144023,NA,NA,NA,NA,NA,NA,6,8,4166,2018-06-24,48,2017/18
States,Louisiana,2018,26,NA,1.36253,NA,NA,NA,NA,NA,NA,669,90,49100,2018-06-24,48,2017/18
States,Maine,2018,26,NA,0,NA,NA,NA,NA,NA,NA,0,19,4092,2018-06-24,48,2017/18
States,Maryland,2018,26,NA,0.927866,NA,NA,NA,NA,NA,NA,31,15,3341,2018-06-24,48,2017/18
States,Massachusetts,2018,26,NA,0.719451,NA,NA,NA,NA,NA,NA,192,28,26687,2018-06-24,48,2017/18
States,Michigan,2018,26,NA,0.449884,NA,NA,NA,NA,NA,NA,68,68,15115,2018-06-24,48,2017/18
States,Minnesota,2018,26,NA,0.733753,NA,NA,NA,NA,NA,NA,35,13,4770,2018-06-24,48,2017/18
States,Mississippi,2018,26,NA,1.15998,NA,NA,NA,NA,NA,NA,168,45,14483,2018-06-24,48,2017/18
States,Missouri,2018,26,NA,0.285987,NA,NA,NA,NA,NA,NA,6,16,2098,2018-06-24,48,2017/18
States,Montana,2018,26,NA,0,NA,NA,NA,NA,NA,NA,0,4,1939,2018-06-24,48,2017/18
States,Nebraska,2018,26,NA,0.358365,NA,NA,NA,NA,NA,NA,22,39,6139,2018-06-24,48,2017/18
States,Nevada,2018,26,NA,0.210612,NA,NA,NA,NA,NA,NA,31,29,14719,2018-06-24,48,2017/18
States,New Hampshire,2018,26,NA,0.538876,NA,NA,NA,NA,NA,NA,7,12,1299,2018-06-24,48,2017/18
States,New Jersey,2018,26,NA,1.39117,NA,NA,NA,NA,NA,NA,339,35,24368,2018-06-24,48,2017/18
States,New Mexico,2018,26,NA,0.968442,NA,NA,NA,NA,NA,NA,116,21,11978,2018-06-24,48,2017/18
States,New York,2018,26,NA,0.0150943,NA,NA,NA,NA,NA,NA,1,36,6625,2018-06-24,48,2017/18
States,North Carolina,2018,26,NA,0.32269,NA,NA,NA,NA,NA,NA,19,22,5888,2018-06-24,48,2017/18
States,North Dakota,2018,26,NA,0.391134,NA,NA,NA,NA,NA,NA,3,4,767,2018-06-24,48,2017/18
States,Ohio,2018,26,NA,0.618319,NA,NA,NA,NA,NA,NA,59,26,9542,2018-06-24,48,2017/18
States,Oklahoma,2018,26,NA,0.204988,NA,NA,NA,NA,NA,NA,6,12,2927,2018-06-24,48,2017/18
States,Oregon,2018,26,NA,0.58273,NA,NA,NA,NA,NA,NA,198,72,33978,2018-06-24,48,2017/18
States,Pennsylvania,2018,26,NA,0.510015,NA,NA,NA,NA,NA,NA,261,134,51175,2018-06-24,48,2017/18
States,Rhode Island,2018,26,NA,0.0296384,NA,NA,NA,NA,NA,NA,1,22,3374,2018-06-24,48,2017/18
States,South Carolina,2018,26,NA,0.591366,NA,NA,NA,NA,NA,NA,20,10,3382,2018-06-24,48,2017/18
States,South Dakota,2018,26,NA,0.660345,NA,NA,NA,NA,NA,NA,39,23,5906,2018-06-24,48,2017/18
States,Tennessee,2018,26,NA,0.237954,NA,NA,NA,NA,NA,NA,12,47,5043,2018-06-24,48,2017/18
States,Texas,2018,26,NA,1.7444,NA,NA,NA,NA,NA,NA,288,90,16510,2018-06-24,48,2017/18
States,Utah,2018,26,NA,0.210103,NA,NA,NA,NA,NA,NA,115,46,54735,2018-06-24,48,2017/18
States,Vermont,2018,26,NA,1.67598,NA,NA,NA,NA,NA,NA,18,5,1074,2018-06-24,48,2017/18
States,Virginia,2018,26,NA,0.895024,NA,NA,NA,NA,NA,NA,767,110,85696,2018-06-24,48,2017/18
States,Washington,2018,26,NA,0.475475,NA,NA,NA,NA,NA,NA,19,34,3996,2018-06-24,48,2017/18
States,West Virginia,2018,26,NA,0.1,NA,NA,NA,NA,NA,NA,6,24,6000,2018-06-24,48,2017/18
States,Wisconsin,2018,26,NA,0.0433463,NA,NA,NA,NA,NA,NA,1,18,2307,2018-06-24,48,2017/18
States,Wyoming,2018,26,NA,0.673293,NA,NA,NA,NA,NA,NA,21,14,3119,2018-06-24,48,2017/18
States,Puerto Rico,2018,26,NA,5.35065,NA,NA,NA,NA,NA,NA,103,4,1925,2018-06-24,48,2017/18
States,Virgin Islands,2018,26,NA,0,NA,NA,NA,NA,NA,NA,0,2,614,2018-06-24,48,2017/18
States,New York City,2018,26,NA,1.22518,NA,NA,NA,NA,NA,NA,1183,69,96557,2018-06-24,48,2017/18
States,Alabama,2018,27,NA,0.735666,NA,NA,NA,NA,NA,NA,247,74,33575,2018-07-01,49,2017/18
States,Alaska,2018,27,NA,1.72048,NA,NA,NA,NA,NA,NA,81,15,4708,2018-07-01,49,2017/18
States,Arizona,2018,27,NA,1.86575,NA,NA,NA,NA,NA,NA,189,37,10130,2018-07-01,49,2017/18
States,Arkansas,2018,27,NA,0.632511,NA,NA,NA,NA,NA,NA,10,7,1581,2018-07-01,49,2017/18
States,California,2018,27,NA,1.09491,NA,NA,NA,NA,NA,NA,380,89,34706,2018-07-01,49,2017/18
States,Colorado,2018,27,NA,0.208792,NA,NA,NA,NA,NA,NA,37,41,17721,2018-07-01,49,2017/18
States,Connecticut,2018,27,NA,0.262467,NA,NA,NA,NA,NA,NA,1,4,381,2018-07-01,49,2017/18
States,Delaware,2018,27,NA,0,NA,NA,NA,NA,NA,NA,0,10,1697,2018-07-01,49,2017/18
States,District of Columbia,2018,27,NA,1.18168,NA,NA,NA,NA,NA,NA,128,5,10832,2018-07-01,49,2017/18
States,Florida,2018,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-07-01,49,2017/18
States,Georgia,2018,27,NA,1.09503,NA,NA,NA,NA,NA,NA,426,44,38903,2018-07-01,49,2017/18
States,Hawaii,2018,27,NA,1.93939,NA,NA,NA,NA,NA,NA,16,14,825,2018-07-01,49,2017/18
States,Idaho,2018,27,NA,0.204499,NA,NA,NA,NA,NA,NA,1,2,489,2018-07-01,49,2017/18
States,Illinois,2018,27,NA,0.738426,NA,NA,NA,NA,NA,NA,241,60,32637,2018-07-01,49,2017/18
States,Indiana,2018,27,NA,0.749866,NA,NA,NA,NA,NA,NA,14,16,1867,2018-07-01,49,2017/18
States,Iowa,2018,27,NA,0,NA,NA,NA,NA,NA,NA,0,6,766,2018-07-01,49,2017/18
