feat,importance,b,q_level
inc_trans_cs_taylor_d2_c0_w6t_sNone,41,2,0.5
inc_trans_cs_taylor_d2_c1_w6t_sNone,110,2,0.5
inc_trans_cs_taylor_d2_c2_w6t_sNone,36,2,0.5
inc_trans_cs_taylor_d1_c0_w3t_sNone,13,2,0.5
inc_trans_cs_taylor_d1_c1_w3t_sNone,82,2,0.5
inc_trans_cs_taylor_d1_c0_w5t_sNone,18,2,0.5
inc_trans_cs_taylor_d1_c1_w5t_sNone,160,2,0.5
inc_trans_cs_rollmean_w2,24,2,0.5
inc_trans_cs_rollmean_w4,16,2,0.5
inc_trans_cs_lag1,69,2,0.5
inc_trans_cs_lag2,31,2,0.5
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,125,2,0.5
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,20,2,0.5
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,40,2,0.5
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,11,2,0.5
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,25,2,0.5
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,81,2,0.5
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,27,2,0.5
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,3,2,0.5
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,38,2,0.5
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,17,2,0.5
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,6,2,0.5
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,18,2,0.5
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,45,2,0.5
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,40,2,0.5
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,26,2,0.5
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,7,2,0.5
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,7,2,0.5
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,11,2,0.5
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,136,2,0.5
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,35,2,0.5
inc_trans_cs_rollmean_w2_lag1,23,2,0.5
inc_trans_cs_rollmean_w2_lag2,10,2,0.5
inc_trans_cs_rollmean_w4_lag1,28,2,0.5
inc_trans_cs_rollmean_w4_lag2,73,2,0.5
horizon,83,2,0.5
inc_trans_cs,120,2,0.975
season_week,310,2,0.975
log_pop,136,2,0.975
source_flusurvnet,16,2,0.975
source_ilinet,21,2,0.975
source_nhsn_city,13,2,0.975
state_city_AK,17,2,0.975
state_city_AL,5,2,0.975
state_city_AL_BIRMINGHAM,0,2,0.975
state_city_AL_HUNTSVILLE,0,2,0.975
state_city_AL_MOBILE,0,2,0.975
state_city_AL_MONTGOMERY,1,2,0.975
state_city_AL_TUSCALOOSA,1,2,0.975
state_city_AR,3,2,0.975
state_city_AR_FAYETTEVILLE,0,2,0.975
state_city_AR_LITTLE_ROCK,0,2,0.975
state_city_AZ,1,2,0.975
state_city_AZ_CHANDLER,0,2,0.975
state_city_AZ_GLENDALE,0,2,0.975
state_city_AZ_GOODYEAR,16,2,0.975
state_city_AZ_MESA,1,2,0.975
state_city_AZ_PHOENIX,0,2,0.975
state_city_AZ_SCOTTSDALE,4,2,0.975
state_city_AZ_TEMPE,13,2,0.975
state_city_AZ_TUCSON,0,2,0.975
state_city_AZ_YUMA,0,2,0.975
state_city_CA,0,2,0.975
state_city_CA_ANAHEIM,13,2,0.975
state_city_CA_ANTIOCH,0,2,0.975
state_city_CA_BAKERSFIELD,0,2,0.975
state_city_CA_BERKELEY,3,2,0.975
state_city_CA_BURBANK,0,2,0.975
state_city_CA_CHICO,0,2,0.975
state_city_CA_CHULA_VISTA,2,2,0.975
state_city_CA_CLOVIS,0,2,0.975
state_city_CA_CORONA,0,2,0.975
state_city_CA_COSTA_MESA,0,2,0.975
state_city_CA_DOWNEY,1,2,0.975
state_city_CA_FONTANA,1,2,0.975
state_city_CA_FREMONT,3,2,0.975
state_city_CA_FRESNO,0,2,0.975
state_city_CA_FULLERTON,3,2,0.975
state_city_CA_GARDEN_GROVE,5,2,0.975
state_city_CA_GLENDALE,0,2,0.975
state_city_CA_HUNTINGTON_BEACH,11,2,0.975
state_city_CA_INGLEWOOD,0,2,0.975
state_city_CA_IRVINE,9,2,0.975
state_city_CA_LANCASTER,0,2,0.975
state_city_CA_LONG_BEACH,0,2,0.975
state_city_CA_LOS_ANGELES,0,2,0.975
state_city_CA_MODESTO,4,2,0.975
state_city_CA_MORENO_VALLEY,0,2,0.975
state_city_CA_MURRIETA,0,2,0.975
state_city_CA_OAKLAND,0,2,0.975
state_city_CA_OCEANSIDE,9,2,0.975
state_city_CA_ONTARIO,0,2,0.975
state_city_CA_ORANGE,0,2,0.975
state_city_CA_OXNARD,0,2,0.975
state_city_CA_PALMDALE,0,2,0.975
state_city_CA_PASADENA,2,2,0.975
state_city_CA_POMONA,2,2,0.975
state_city_CA_RANCHO_CUCAMONGA,0,2,0.975
state_city_CA_RIVERSIDE,0,2,0.975
state_city_CA_ROSEVILLE,0,2,0.975
state_city_CA_SACRAMENTO,5,2,0.975
state_city_CA_SALINAS,0,2,0.975
state_city_CA_SANTA_ANA,0,2,0.975
state_city_CA_SANTA_CLARA,4,2,0.975
state_city_CA_SANTA_MARIA,9,2,0.975
state_city_CA_SANTA_ROSA,0,2,0.975
state_city_CA_SAN_BERNARDINO,2,2,0.975
state_city_CA_SAN_DIEGO,0,2,0.975
state_city_CA_SAN_FRANCISCO,4,2,0.975
state_city_CA_SAN_JOSE,19,2,0.975
state_city_CA_SAN_MATEO,0,2,0.975
state_city_CA_SIMI_VALLEY,0,2,0.975
state_city_CA_STOCKTON,0,2,0.975
state_city_CA_TEMECULA,0,2,0.975
state_city_CA_THOUSAND_OAKS,0,2,0.975
state_city_CA_TORRANCE,0,2,0.975
state_city_CA_VACAVILLE,1,2,0.975
state_city_CA_VALLEJO,0,2,0.975
state_city_CA_VICTORVILLE,0,2,0.975
state_city_CA_VISALIA,0,2,0.975
state_city_CA_WEST_COVINA,0,2,0.975
state_city_CO,0,2,0.975
state_city_CO_AURORA,0,2,0.975
state_city_CO_BOULDER,0,2,0.975
state_city_CO_COLORADO_SPRINGS,0,2,0.975
state_city_CO_DENVER,0,2,0.975
state_city_CO_FORT_COLLINS,0,2,0.975
state_city_CO_GREELEY,0,2,0.975
state_city_CO_LAKEWOOD,4,2,0.975
state_city_CO_PUEBLO,0,2,0.975
state_city_CO_THORNTON,0,2,0.975
state_city_CO_WESTMINSTER,4,2,0.975
state_city_CT,2,2,0.975
state_city_CT_BRIDGEPORT,0,2,0.975
state_city_CT_HARTFORD,0,2,0.975
state_city_CT_NEW_HAVEN,0,2,0.975
state_city_CT_STAMFORD,0,2,0.975
state_city_CT_WATERBURY,0,2,0.975
state_city_DC,0,2,0.975
state_city_DC_WASHINGTON,0,2,0.975
state_city_DE,3,2,0.975
state_city_FL,15,2,0.975
state_city_FL_CAPE_CORAL,5,2,0.975
state_city_FL_CLEARWATER,15,2,0.975
state_city_FL_FORT_LAUDERDALE,3,2,0.975
state_city_FL_GAINESVILLE,9,2,0.975
state_city_FL_HIALEAH,8,2,0.975
state_city_FL_HOLLYWOOD,3,2,0.975
state_city_FL_JACKSONVILLE,4,2,0.975
state_city_FL_LAKELAND,0,2,0.975
state_city_FL_MIAMI,3,2,0.975
state_city_FL_MIRAMAR,0,2,0.975
state_city_FL_ORLANDO,0,2,0.975
state_city_FL_PALM_BAY,3,2,0.975
state_city_FL_PALM_COAST,3,2,0.975
state_city_FL_PEMBROKE_PINES,20,2,0.975
state_city_FL_TALLAHASSEE,0,2,0.975
state_city_FL_TAMPA,0,2,0.975
state_city_FL_WEST_PALM_BEACH,3,2,0.975
state_city_GA,3,2,0.975
state_city_GA_ATLANTA,0,2,0.975
state_city_GA_COLUMBUS,3,2,0.975
state_city_GA_SAVANNAH,0,2,0.975
state_city_HI,10,2,0.975
state_city_IA,1,2,0.975
state_city_IA_CEDAR_RAPIDS,0,2,0.975
state_city_IA_DAVENPORT,2,2,0.975
state_city_IA_DES_MOINES,0,2,0.975
state_city_ID,0,2,0.975
state_city_ID_NAMPA,0,2,0.975
state_city_IL,0,2,0.975
state_city_IL_AURORA,1,2,0.975
state_city_IL_CHICAGO,0,2,0.975
state_city_IL_ELGIN,0,2,0.975
state_city_IL_JOLIET,4,2,0.975
state_city_IL_NAPERVILLE,0,2,0.975
state_city_IL_PEORIA,0,2,0.975
state_city_IL_ROCKFORD,0,2,0.975
state_city_IL_SPRINGFIELD,0,2,0.975
state_city_IN,3,2,0.975
state_city_IN_CARMEL,1,2,0.975
state_city_IN_EVANSVILLE,4,2,0.975
state_city_IN_FORT_WAYNE,0,2,0.975
state_city_IN_SOUTH_BEND,0,2,0.975
state_city_KS,2,2,0.975
state_city_KS_KANSAS_CITY,0,2,0.975
state_city_KS_OLATHE,0,2,0.975
state_city_KS_OVERLAND_PARK,7,2,0.975
state_city_KS_TOPEKA,0,2,0.975
state_city_KS_WICHITA,0,2,0.975
state_city_KY,5,2,0.975
state_city_LA,1,2,0.975
state_city_LA_BATON_ROUGE,0,2,0.975
state_city_LA_LAFAYETTE,2,2,0.975
state_city_LA_NEW_ORLEANS,0,2,0.975
state_city_LA_SHREVEPORT,0,2,0.975
state_city_MA,1,2,0.975
state_city_MA_BOSTON,0,2,0.975
state_city_MA_BROCKTON,2,2,0.975
state_city_MA_CAMBRIDGE,0,2,0.975
state_city_MA_LOWELL,0,2,0.975
state_city_MA_NEW_BEDFORD,0,2,0.975
state_city_MA_SPRINGFIELD,0,2,0.975
state_city_MA_WORCESTER,0,2,0.975
state_city_MD,0,2,0.975
state_city_MD_BALTIMORE,0,2,0.975
state_city_ME,0,2,0.975
state_city_MI,0,2,0.975
state_city_MI_ANN_ARBOR,0,2,0.975
state_city_MI_DEARBORN,0,2,0.975
state_city_MI_DETROIT,0,2,0.975
state_city_MI_GRAND_RAPIDS,0,2,0.975
state_city_MI_LANSING,0,2,0.975
state_city_MI_WARREN,0,2,0.975
state_city_MN,0,2,0.975
state_city_MN_MINNEAPOLIS,0,2,0.975
state_city_MN_ROCHESTER,3,2,0.975
state_city_MO,3,2,0.975
state_city_MO_COLUMBIA,0,2,0.975
state_city_MO_INDEPENDENCE,4,2,0.975
state_city_MO_KANSAS_CITY,0,2,0.975
state_city_MO_SPRINGFIELD,0,2,0.975
state_city_MS,1,2,0.975
state_city_MS_JACKSON,0,2,0.975
state_city_MT,10,2,0.975
state_city_MT_BILLINGS,0,2,0.975
state_city_NC,0,2,0.975
state_city_NC_CHARLOTTE,0,2,0.975
state_city_NC_CONCORD,0,2,0.975
state_city_NC_DURHAM,0,2,0.975
state_city_NC_FAYETTEVILLE,6,2,0.975
state_city_NC_GREENSBORO,5,2,0.975
state_city_NC_HIGH_POINT,0,2,0.975
state_city_NC_RALEIGH,3,2,0.975
state_city_NC_WILMINGTON,0,2,0.975
state_city_NC_WINSTON-SALEM,0,2,0.975
state_city_ND,3,2,0.975
state_city_ND_FARGO,0,2,0.975
state_city_NE,0,2,0.975
state_city_NE_LINCOLN,3,2,0.975
state_city_NE_OMAHA,9,2,0.975
state_city_NH,5,2,0.975
state_city_NH_MANCHESTER,0,2,0.975
state_city_NJ_ELIZABETH,1,2,0.975
state_city_NJ_JERSEY_CITY,0,2,0.975
state_city_NJ_NEWARK,0,2,0.975
state_city_NJ_PATERSON,0,2,0.975
state_city_NM,0,2,0.975
state_city_NM_ALBUQUERQUE,0,2,0.975
state_city_NM_LAS_CRUCES,12,2,0.975
state_city_NV,0,2,0.975
state_city_NV_HENDERSON,0,2,0.975
state_city_NV_LAS_VEGAS,0,2,0.975
state_city_NV_NORTH_LAS_VEGAS,18,2,0.975
state_city_NV_RENO,0,2,0.975
state_city_NV_SPARKS,0,2,0.975
state_city_NY,0,2,0.975
state_city_NY_ALBANY,0,2,0.975
state_city_NY_BUFFALO,0,2,0.975
state_city_NY_NEW_YORK,8,2,0.975
state_city_NY_ROCHESTER,2,2,0.975
state_city_NY_SYRACUSE,0,2,0.975
state_city_NY_YONKERS,0,2,0.975
state_city_OH,0,2,0.975
state_city_OH_AKRON,0,2,0.975
state_city_OH_CINCINNATI,0,2,0.975
state_city_OH_CLEVELAND,0,2,0.975
state_city_OH_COLUMBUS,0,2,0.975
state_city_OH_DAYTON,0,2,0.975
state_city_OH_TOLEDO,0,2,0.975
state_city_OK,0,2,0.975
state_city_OK_BROKEN_ARROW,2,2,0.975
state_city_OK_NORMAN,3,2,0.975
state_city_OK_OKLAHOMA_CITY,0,2,0.975
state_city_OK_TULSA,0,2,0.975
state_city_OR,0,2,0.975
state_city_OR_BEND,0,2,0.975
state_city_OR_GRESHAM,0,2,0.975
state_city_OR_HILLSBORO,0,2,0.975
state_city_OR_PORTLAND,0,2,0.975
state_city_OR_SALEM,0,2,0.975
state_city_PA,0,2,0.975
state_city_PA_ALLENTOWN,0,2,0.975
state_city_PA_PHILADELPHIA,0,2,0.975
state_city_PA_PITTSBURGH,0,2,0.975
state_city_PR,21,2,0.975
state_city_RI_PROVIDENCE,0,2,0.975
state_city_SC,5,2,0.975
state_city_SC_CHARLESTON,0,2,0.975
state_city_SC_COLUMBIA,0,2,0.975
state_city_SD,0,2,0.975
state_city_SD_SIOUX_FALLS,5,2,0.975
state_city_TN,16,2,0.975
state_city_TN_CHATTANOOGA,0,2,0.975
state_city_TN_KNOXVILLE,0,2,0.975
state_city_TN_MEMPHIS,0,2,0.975
state_city_TN_MURFREESBORO,5,2,0.975
state_city_TX,2,2,0.975
state_city_TX_ABILENE,15,2,0.975
state_city_TX_ALLEN,0,2,0.975
state_city_TX_AMARILLO,0,2,0.975
state_city_TX_ARLINGTON,3,2,0.975
state_city_TX_AUSTIN,0,2,0.975
state_city_TX_BEAUMONT,5,2,0.975
state_city_TX_BROWNSVILLE,23,2,0.975
state_city_TX_CARROLLTON,16,2,0.975
state_city_TX_COLLEGE_STATION,0,2,0.975
state_city_TX_CONROE,7,2,0.975
state_city_TX_CORPUS_CHRISTI,0,2,0.975
state_city_TX_DALLAS,0,2,0.975
state_city_TX_DENTON,0,2,0.975
state_city_TX_EDINBURG,0,2,0.975
state_city_TX_EL_PASO,0,2,0.975
state_city_TX_FORT_WORTH,0,2,0.975
state_city_TX_FRISCO,2,2,0.975
state_city_TX_HOUSTON,11,2,0.975
state_city_TX_IRVING,7,2,0.975
state_city_TX_KILLEEN,2,2,0.975
state_city_TX_LAREDO,14,2,0.975
state_city_TX_LEWISVILLE,6,2,0.975
state_city_TX_LUBBOCK,0,2,0.975
state_city_TX_MCALLEN,20,2,0.975
state_city_TX_MCKINNEY,14,2,0.975
state_city_TX_MESQUITE,15,2,0.975
state_city_TX_MIDLAND,0,2,0.975
state_city_TX_NEW_BRAUNFELS,21,2,0.975
state_city_TX_ODESSA,0,2,0.975
state_city_TX_PASADENA,6,2,0.975
state_city_TX_PEARLAND,11,2,0.975
state_city_TX_PLANO,0,2,0.975
state_city_TX_RICHARDSON,0,2,0.975
state_city_TX_ROUND_ROCK,11,2,0.975
state_city_TX_SAN_ANTONIO,2,2,0.975
state_city_TX_SUGAR_LAND,6,2,0.975
state_city_TX_TYLER,4,2,0.975
state_city_TX_WACO,0,2,0.975
state_city_TX_WICHITA_FALLS,0,2,0.975
state_city_UT,1,2,0.975
state_city_UT_PROVO,12,2,0.975
state_city_UT_SALT_LAKE_CITY,3,2,0.975
state_city_UT_WEST_JORDAN,13,2,0.975
state_city_VA,9,2,0.975
state_city_VA_ALEXANDRIA,0,2,0.975
state_city_VA_CHESAPEAKE,4,2,0.975
state_city_VA_HAMPTON,4,2,0.975
state_city_VA_NEWPORT_NEWS,0,2,0.975
state_city_VA_NORFOLK,0,2,0.975
state_city_VA_RICHMOND,0,2,0.975
state_city_VA_SUFFOLK,2,2,0.975
state_city_VA_VIRGINIA_BEACH,0,2,0.975
state_city_VT,2,2,0.975
state_city_WA,1,2,0.975
state_city_WA_BELLEVUE,2,2,0.975
state_city_WA_EVERETT,0,2,0.975
state_city_WA_RENTON,8,2,0.975
state_city_WA_SEATTLE,0,2,0.975
state_city_WA_SPOKANE,0,2,0.975
state_city_WA_TACOMA,3,2,0.975
state_city_WA_VANCOUVER,0,2,0.975
state_city_WI,3,2,0.975
state_city_WI_GREEN_BAY,0,2,0.975
state_city_WI_MADISON,0,2,0.975
state_city_WI_MILWAUKEE,0,2,0.975
state_city_WV,5,2,0.975
state_city_WY,3,2,0.975
delta_xmas,62,2,0.975
inc_trans_cs_taylor_d2_c0_w4t_sNone,48,2,0.975
inc_trans_cs_taylor_d2_c1_w4t_sNone,56,2,0.975
inc_trans_cs_taylor_d2_c2_w4t_sNone,46,2,0.975
inc_trans_cs_taylor_d2_c0_w6t_sNone,55,2,0.975
inc_trans_cs_taylor_d2_c1_w6t_sNone,67,2,0.975
inc_trans_cs_taylor_d2_c2_w6t_sNone,69,2,0.975
inc_trans_cs_taylor_d1_c0_w3t_sNone,31,2,0.975
inc_trans_cs_taylor_d1_c1_w3t_sNone,55,2,0.975
inc_trans_cs_taylor_d1_c0_w5t_sNone,37,2,0.975
inc_trans_cs_taylor_d1_c1_w5t_sNone,52,2,0.975
inc_trans_cs_rollmean_w2,21,2,0.975
inc_trans_cs_rollmean_w4,33,2,0.975
inc_trans_cs_lag1,34,2,0.975
inc_trans_cs_lag2,15,2,0.975
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,23,2,0.975
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,15,2,0.975
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,48,2,0.975
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,31,2,0.975
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,46,2,0.975
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,46,2,0.975
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,29,2,0.975
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,28,2,0.975
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,27,2,0.975
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,44,2,0.975
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,50,2,0.975
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,51,2,0.975
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,13,2,0.975
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,6,2,0.975
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,37,2,0.975
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,31,2,0.975
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,23,2,0.975
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,19,2,0.975
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,37,2,0.975
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,83,2,0.975
inc_trans_cs_rollmean_w2_lag1,13,2,0.975
inc_trans_cs_rollmean_w2_lag2,20,2,0.975
inc_trans_cs_rollmean_w4_lag1,41,2,0.975
inc_trans_cs_rollmean_w4_lag2,84,2,0.975
horizon,74,2,0.975
inc_trans_cs,188,3,0.025
season_week,228,3,0.025
log_pop,97,3,0.025
source_flusurvnet,63,3,0.025
source_ilinet,25,3,0.025
source_nhsn_city,11,3,0.025
state_city_AK,8,3,0.025
state_city_AL,21,3,0.025
state_city_AL_BIRMINGHAM,8,3,0.025
state_city_AL_HUNTSVILLE,0,3,0.025
state_city_AL_MOBILE,0,3,0.025
state_city_AL_MONTGOMERY,0,3,0.025
state_city_AL_TUSCALOOSA,0,3,0.025
state_city_AR,0,3,0.025
state_city_AR_FAYETTEVILLE,0,3,0.025
state_city_AR_LITTLE_ROCK,0,3,0.025
state_city_AZ,15,3,0.025
state_city_AZ_CHANDLER,0,3,0.025
state_city_AZ_GLENDALE,0,3,0.025
state_city_AZ_GOODYEAR,0,3,0.025
state_city_AZ_MESA,1,3,0.025
state_city_AZ_PHOENIX,0,3,0.025
state_city_AZ_SCOTTSDALE,0,3,0.025
state_city_AZ_TEMPE,0,3,0.025
state_city_AZ_TUCSON,1,3,0.025
state_city_AZ_YUMA,0,3,0.025
state_city_CA,0,3,0.025
state_city_CA_ANAHEIM,0,3,0.025
state_city_CA_ANTIOCH,0,3,0.025
state_city_CA_BAKERSFIELD,0,3,0.025
state_city_CA_BERKELEY,0,3,0.025
state_city_CA_BURBANK,0,3,0.025
state_city_CA_CHICO,0,3,0.025
state_city_CA_CHULA_VISTA,0,3,0.025
state_city_CA_CLOVIS,0,3,0.025
state_city_CA_CORONA,0,3,0.025
state_city_CA_COSTA_MESA,0,3,0.025
state_city_CA_DOWNEY,0,3,0.025
state_city_CA_FONTANA,0,3,0.025
state_city_CA_FREMONT,0,3,0.025
state_city_CA_FRESNO,0,3,0.025
state_city_CA_FULLERTON,0,3,0.025
state_city_CA_GARDEN_GROVE,0,3,0.025
state_city_CA_GLENDALE,0,3,0.025
state_city_CA_HUNTINGTON_BEACH,0,3,0.025
state_city_CA_INGLEWOOD,0,3,0.025
state_city_CA_IRVINE,0,3,0.025
state_city_CA_LANCASTER,0,3,0.025
state_city_CA_LONG_BEACH,0,3,0.025
state_city_CA_LOS_ANGELES,0,3,0.025
state_city_CA_MODESTO,0,3,0.025
state_city_CA_MORENO_VALLEY,0,3,0.025
state_city_CA_MURRIETA,0,3,0.025
state_city_CA_OAKLAND,0,3,0.025
state_city_CA_OCEANSIDE,0,3,0.025
state_city_CA_ONTARIO,0,3,0.025
state_city_CA_ORANGE,0,3,0.025
state_city_CA_OXNARD,0,3,0.025
state_city_CA_PALMDALE,0,3,0.025
state_city_CA_PASADENA,0,3,0.025
state_city_CA_POMONA,0,3,0.025
state_city_CA_RANCHO_CUCAMONGA,0,3,0.025
state_city_CA_RIVERSIDE,0,3,0.025
state_city_CA_ROSEVILLE,0,3,0.025
state_city_CA_SACRAMENTO,0,3,0.025
state_city_CA_SALINAS,0,3,0.025
state_city_CA_SANTA_ANA,0,3,0.025
state_city_CA_SANTA_CLARA,0,3,0.025
state_city_CA_SANTA_MARIA,0,3,0.025
state_city_CA_SANTA_ROSA,0,3,0.025
state_city_CA_SAN_BERNARDINO,0,3,0.025
state_city_CA_SAN_DIEGO,0,3,0.025
state_city_CA_SAN_FRANCISCO,0,3,0.025
state_city_CA_SAN_JOSE,0,3,0.025
state_city_CA_SAN_MATEO,0,3,0.025
state_city_CA_SIMI_VALLEY,0,3,0.025
state_city_CA_STOCKTON,0,3,0.025
state_city_CA_TEMECULA,0,3,0.025
state_city_CA_THOUSAND_OAKS,0,3,0.025
state_city_CA_TORRANCE,0,3,0.025
state_city_CA_VACAVILLE,0,3,0.025
state_city_CA_VALLEJO,0,3,0.025
state_city_CA_VICTORVILLE,0,3,0.025
state_city_CA_VISALIA,0,3,0.025
state_city_CA_WEST_COVINA,0,3,0.025
state_city_CO,5,3,0.025
state_city_CO_AURORA,0,3,0.025
state_city_CO_BOULDER,0,3,0.025
state_city_CO_COLORADO_SPRINGS,0,3,0.025
state_city_CO_DENVER,0,3,0.025
state_city_CO_FORT_COLLINS,0,3,0.025
state_city_CO_GREELEY,0,3,0.025
state_city_CO_LAKEWOOD,0,3,0.025
state_city_CO_PUEBLO,0,3,0.025
state_city_CO_THORNTON,0,3,0.025
state_city_CO_WESTMINSTER,0,3,0.025
state_city_CT,7,3,0.025
state_city_CT_BRIDGEPORT,0,3,0.025
state_city_CT_HARTFORD,0,3,0.025
state_city_CT_NEW_HAVEN,0,3,0.025
state_city_CT_STAMFORD,0,3,0.025
state_city_CT_WATERBURY,0,3,0.025
state_city_DC,8,3,0.025
state_city_DC_WASHINGTON,15,3,0.025
state_city_DE,0,3,0.025
state_city_FL,0,3,0.025
state_city_FL_CAPE_CORAL,0,3,0.025
state_city_FL_CLEARWATER,0,3,0.025
state_city_FL_FORT_LAUDERDALE,0,3,0.025
state_city_FL_GAINESVILLE,0,3,0.025
state_city_FL_HIALEAH,0,3,0.025
state_city_FL_HOLLYWOOD,0,3,0.025
state_city_FL_JACKSONVILLE,0,3,0.025
state_city_FL_LAKELAND,0,3,0.025
state_city_FL_MIAMI,0,3,0.025
state_city_FL_MIRAMAR,0,3,0.025
state_city_FL_ORLANDO,0,3,0.025
state_city_FL_PALM_BAY,0,3,0.025
state_city_FL_PALM_COAST,0,3,0.025
state_city_FL_PEMBROKE_PINES,0,3,0.025
state_city_FL_TALLAHASSEE,0,3,0.025
state_city_FL_TAMPA,0,3,0.025
state_city_FL_WEST_PALM_BEACH,0,3,0.025
state_city_GA,16,3,0.025
state_city_GA_ATLANTA,0,3,0.025
state_city_GA_COLUMBUS,0,3,0.025
state_city_GA_SAVANNAH,0,3,0.025
state_city_HI,25,3,0.025
state_city_IA,0,3,0.025
state_city_IA_CEDAR_RAPIDS,0,3,0.025
state_city_IA_DAVENPORT,0,3,0.025
state_city_IA_DES_MOINES,72,3,0.025
state_city_ID,15,3,0.025
state_city_ID_NAMPA,0,3,0.025
state_city_IL,2,3,0.025
state_city_IL_AURORA,0,3,0.025
state_city_IL_CHICAGO,0,3,0.025
state_city_IL_ELGIN,0,3,0.025
state_city_IL_JOLIET,0,3,0.025
state_city_IL_NAPERVILLE,3,3,0.025
state_city_IL_PEORIA,0,3,0.025
state_city_IL_ROCKFORD,0,3,0.025
state_city_IL_SPRINGFIELD,0,3,0.025
state_city_IN,0,3,0.025
state_city_IN_CARMEL,0,3,0.025
state_city_IN_EVANSVILLE,0,3,0.025
state_city_IN_FORT_WAYNE,0,3,0.025
state_city_IN_SOUTH_BEND,0,3,0.025
state_city_KS,0,3,0.025
state_city_KS_KANSAS_CITY,0,3,0.025
state_city_KS_OLATHE,0,3,0.025
state_city_KS_OVERLAND_PARK,0,3,0.025
state_city_KS_TOPEKA,0,3,0.025
state_city_KS_WICHITA,0,3,0.025
state_city_KY,0,3,0.025
state_city_LA,34,3,0.025
state_city_LA_BATON_ROUGE,0,3,0.025
state_city_LA_LAFAYETTE,0,3,0.025
state_city_LA_NEW_ORLEANS,0,3,0.025
state_city_LA_SHREVEPORT,0,3,0.025
state_city_MA,0,3,0.025
state_city_MA_BOSTON,2,3,0.025
state_city_MA_BROCKTON,0,3,0.025
state_city_MA_CAMBRIDGE,0,3,0.025
state_city_MA_LOWELL,0,3,0.025
state_city_MA_NEW_BEDFORD,0,3,0.025
state_city_MA_SPRINGFIELD,0,3,0.025
state_city_MA_WORCESTER,0,3,0.025
state_city_MD,9,3,0.025
state_city_MD_BALTIMORE,0,3,0.025
state_city_ME,5,3,0.025
state_city_MI,11,3,0.025
state_city_MI_ANN_ARBOR,0,3,0.025
state_city_MI_DEARBORN,0,3,0.025
state_city_MI_DETROIT,0,3,0.025
state_city_MI_GRAND_RAPIDS,0,3,0.025
state_city_MI_LANSING,0,3,0.025
state_city_MI_WARREN,0,3,0.025
state_city_MN,19,3,0.025
state_city_MN_MINNEAPOLIS,0,3,0.025
state_city_MN_ROCHESTER,0,3,0.025
state_city_MO,4,3,0.025
state_city_MO_COLUMBIA,0,3,0.025
state_city_MO_INDEPENDENCE,0,3,0.025
state_city_MO_KANSAS_CITY,0,3,0.025
state_city_MO_SPRINGFIELD,0,3,0.025
state_city_MS,12,3,0.025
state_city_MS_JACKSON,0,3,0.025
state_city_MT,1,3,0.025
state_city_MT_BILLINGS,0,3,0.025
state_city_NC,10,3,0.025
state_city_NC_CHARLOTTE,2,3,0.025
state_city_NC_CONCORD,0,3,0.025
