feat,importance,b,q_level
state_city_TX_ABILENE,10,4,0.975
state_city_TX_ALLEN,0,4,0.975
state_city_TX_AMARILLO,0,4,0.975
state_city_TX_ARLINGTON,4,4,0.975
state_city_TX_AUSTIN,0,4,0.975
state_city_TX_BEAUMONT,7,4,0.975
state_city_TX_BROWNSVILLE,22,4,0.975
state_city_TX_CARROLLTON,17,4,0.975
state_city_TX_COLLEGE_STATION,0,4,0.975
state_city_TX_CONROE,10,4,0.975
state_city_TX_CORPUS_CHRISTI,0,4,0.975
state_city_TX_DALLAS,0,4,0.975
state_city_TX_DENTON,0,4,0.975
state_city_TX_EDINBURG,3,4,0.975
state_city_TX_EL_PASO,0,4,0.975
state_city_TX_FORT_WORTH,0,4,0.975
state_city_TX_FRISCO,1,4,0.975
state_city_TX_HOUSTON,19,4,0.975
state_city_TX_IRVING,5,4,0.975
state_city_TX_KILLEEN,3,4,0.975
state_city_TX_LAREDO,14,4,0.975
state_city_TX_LEWISVILLE,8,4,0.975
state_city_TX_LUBBOCK,0,4,0.975
state_city_TX_MCALLEN,20,4,0.975
state_city_TX_MCKINNEY,10,4,0.975
state_city_TX_MESQUITE,16,4,0.975
state_city_TX_MIDLAND,0,4,0.975
state_city_TX_NEW_BRAUNFELS,16,4,0.975
state_city_TX_ODESSA,0,4,0.975
state_city_TX_PASADENA,10,4,0.975
state_city_TX_PEARLAND,2,4,0.975
state_city_TX_PLANO,0,4,0.975
state_city_TX_RICHARDSON,5,4,0.975
state_city_TX_ROUND_ROCK,9,4,0.975
state_city_TX_SAN_ANTONIO,1,4,0.975
state_city_TX_SUGAR_LAND,3,4,0.975
state_city_TX_TYLER,4,4,0.975
state_city_TX_WACO,0,4,0.975
state_city_TX_WICHITA_FALLS,0,4,0.975
state_city_UT,6,4,0.975
state_city_UT_PROVO,23,4,0.975
state_city_UT_SALT_LAKE_CITY,2,4,0.975
state_city_UT_WEST_JORDAN,9,4,0.975
state_city_VA,7,4,0.975
state_city_VA_ALEXANDRIA,0,4,0.975
state_city_VA_CHESAPEAKE,7,4,0.975
state_city_VA_HAMPTON,3,4,0.975
state_city_VA_NEWPORT_NEWS,0,4,0.975
state_city_VA_NORFOLK,0,4,0.975
state_city_VA_RICHMOND,0,4,0.975
state_city_VA_SUFFOLK,1,4,0.975
state_city_VA_VIRGINIA_BEACH,0,4,0.975
state_city_VT,6,4,0.975
state_city_WA,4,4,0.975
state_city_WA_BELLEVUE,3,4,0.975
state_city_WA_EVERETT,0,4,0.975
state_city_WA_RENTON,6,4,0.975
state_city_WA_SEATTLE,0,4,0.975
state_city_WA_SPOKANE,0,4,0.975
state_city_WA_TACOMA,2,4,0.975
state_city_WA_VANCOUVER,0,4,0.975
state_city_WI,4,4,0.975
state_city_WI_GREEN_BAY,0,4,0.975
state_city_WI_MADISON,2,4,0.975
state_city_WI_MILWAUKEE,0,4,0.975
state_city_WV,0,4,0.975
state_city_WY,4,4,0.975
delta_xmas,81,4,0.975
inc_trans_cs_taylor_d2_c0_w4t_sNone,42,4,0.975
inc_trans_cs_taylor_d2_c1_w4t_sNone,58,4,0.975
inc_trans_cs_taylor_d2_c2_w4t_sNone,54,4,0.975
inc_trans_cs_taylor_d2_c0_w6t_sNone,43,4,0.975
inc_trans_cs_taylor_d2_c1_w6t_sNone,58,4,0.975
inc_trans_cs_taylor_d2_c2_w6t_sNone,59,4,0.975
inc_trans_cs_taylor_d1_c0_w3t_sNone,30,4,0.975
inc_trans_cs_taylor_d1_c1_w3t_sNone,69,4,0.975
inc_trans_cs_taylor_d1_c0_w5t_sNone,28,4,0.975
inc_trans_cs_taylor_d1_c1_w5t_sNone,52,4,0.975
inc_trans_cs_rollmean_w2,30,4,0.975
inc_trans_cs_rollmean_w4,58,4,0.975
inc_trans_cs_lag1,28,4,0.975
inc_trans_cs_lag2,24,4,0.975
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,12,4,0.975
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,16,4,0.975
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,44,4,0.975
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,28,4,0.975
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,43,4,0.975
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,28,4,0.975
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,25,4,0.975
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,32,4,0.975
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,38,4,0.975
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,50,4,0.975
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,64,4,0.975
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,67,4,0.975
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,24,4,0.975
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,11,4,0.975
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,31,4,0.975
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,31,4,0.975
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,19,4,0.975
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,30,4,0.975
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,50,4,0.975
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,66,4,0.975
inc_trans_cs_rollmean_w2_lag1,10,4,0.975
inc_trans_cs_rollmean_w2_lag2,14,4,0.975
inc_trans_cs_rollmean_w4_lag1,35,4,0.975
inc_trans_cs_rollmean_w4_lag2,71,4,0.975
horizon,62,4,0.975
inc_trans_cs,216,5,0.025
season_week,191,5,0.025
log_pop,125,5,0.025
source_flusurvnet,15,5,0.025
source_ilinet,26,5,0.025
source_nhsn_city,8,5,0.025
state_city_AK,4,5,0.025
state_city_AL,0,5,0.025
state_city_AL_BIRMINGHAM,9,5,0.025
state_city_AL_HUNTSVILLE,2,5,0.025
state_city_AL_MOBILE,8,5,0.025
state_city_AL_MONTGOMERY,0,5,0.025
state_city_AL_TUSCALOOSA,1,5,0.025
state_city_AR,2,5,0.025
state_city_AR_FAYETTEVILLE,0,5,0.025
state_city_AR_LITTLE_ROCK,0,5,0.025
state_city_AZ,9,5,0.025
state_city_AZ_CHANDLER,0,5,0.025
state_city_AZ_GLENDALE,0,5,0.025
state_city_AZ_GOODYEAR,0,5,0.025
state_city_AZ_MESA,7,5,0.025
state_city_AZ_PHOENIX,0,5,0.025
state_city_AZ_SCOTTSDALE,0,5,0.025
state_city_AZ_TEMPE,0,5,0.025
state_city_AZ_TUCSON,10,5,0.025
state_city_AZ_YUMA,0,5,0.025
state_city_CA,0,5,0.025
state_city_CA_ANAHEIM,1,5,0.025
state_city_CA_ANTIOCH,0,5,0.025
state_city_CA_BAKERSFIELD,0,5,0.025
state_city_CA_BERKELEY,0,5,0.025
state_city_CA_BURBANK,1,5,0.025
state_city_CA_CHICO,0,5,0.025
state_city_CA_CHULA_VISTA,7,5,0.025
state_city_CA_CLOVIS,0,5,0.025
state_city_CA_CORONA,0,5,0.025
state_city_CA_COSTA_MESA,0,5,0.025
state_city_CA_DOWNEY,0,5,0.025
state_city_CA_FONTANA,0,5,0.025
state_city_CA_FREMONT,0,5,0.025
state_city_CA_FRESNO,0,5,0.025
state_city_CA_FULLERTON,0,5,0.025
state_city_CA_GARDEN_GROVE,0,5,0.025
state_city_CA_GLENDALE,0,5,0.025
state_city_CA_HUNTINGTON_BEACH,0,5,0.025
state_city_CA_INGLEWOOD,0,5,0.025
state_city_CA_IRVINE,0,5,0.025
state_city_CA_LANCASTER,0,5,0.025
state_city_CA_LONG_BEACH,0,5,0.025
state_city_CA_LOS_ANGELES,0,5,0.025
state_city_CA_MODESTO,0,5,0.025
state_city_CA_MORENO_VALLEY,0,5,0.025
state_city_CA_MURRIETA,0,5,0.025
state_city_CA_OAKLAND,11,5,0.025
state_city_CA_OCEANSIDE,0,5,0.025
state_city_CA_ONTARIO,0,5,0.025
state_city_CA_ORANGE,1,5,0.025
state_city_CA_OXNARD,0,5,0.025
state_city_CA_PALMDALE,0,5,0.025
state_city_CA_PASADENA,0,5,0.025
state_city_CA_POMONA,0,5,0.025
state_city_CA_RANCHO_CUCAMONGA,0,5,0.025
state_city_CA_RIVERSIDE,0,5,0.025
state_city_CA_ROSEVILLE,0,5,0.025
state_city_CA_SACRAMENTO,0,5,0.025
state_city_CA_SALINAS,0,5,0.025
state_city_CA_SANTA_ANA,0,5,0.025
state_city_CA_SANTA_CLARA,0,5,0.025
state_city_CA_SANTA_MARIA,0,5,0.025
state_city_CA_SANTA_ROSA,0,5,0.025
state_city_CA_SAN_BERNARDINO,0,5,0.025
state_city_CA_SAN_DIEGO,0,5,0.025
state_city_CA_SAN_FRANCISCO,0,5,0.025
state_city_CA_SAN_JOSE,0,5,0.025
state_city_CA_SAN_MATEO,0,5,0.025
state_city_CA_SIMI_VALLEY,0,5,0.025
state_city_CA_STOCKTON,0,5,0.025
state_city_CA_TEMECULA,4,5,0.025
state_city_CA_THOUSAND_OAKS,0,5,0.025
state_city_CA_TORRANCE,0,5,0.025
state_city_CA_VACAVILLE,0,5,0.025
state_city_CA_VALLEJO,0,5,0.025
state_city_CA_VICTORVILLE,0,5,0.025
state_city_CA_VISALIA,7,5,0.025
state_city_CA_WEST_COVINA,0,5,0.025
state_city_CO,5,5,0.025
state_city_CO_AURORA,0,5,0.025
state_city_CO_BOULDER,0,5,0.025
state_city_CO_COLORADO_SPRINGS,0,5,0.025
state_city_CO_DENVER,0,5,0.025
state_city_CO_FORT_COLLINS,0,5,0.025
state_city_CO_GREELEY,0,5,0.025
state_city_CO_LAKEWOOD,0,5,0.025
state_city_CO_PUEBLO,3,5,0.025
state_city_CO_THORNTON,0,5,0.025
state_city_CO_WESTMINSTER,0,5,0.025
state_city_CT,0,5,0.025
state_city_CT_BRIDGEPORT,0,5,0.025
state_city_CT_HARTFORD,4,5,0.025
state_city_CT_NEW_HAVEN,2,5,0.025
state_city_CT_STAMFORD,0,5,0.025
state_city_CT_WATERBURY,0,5,0.025
state_city_DC,9,5,0.025
state_city_DC_WASHINGTON,9,5,0.025
state_city_DE,5,5,0.025
state_city_FL,0,5,0.025
state_city_FL_CAPE_CORAL,0,5,0.025
state_city_FL_CLEARWATER,0,5,0.025
state_city_FL_FORT_LAUDERDALE,0,5,0.025
state_city_FL_GAINESVILLE,0,5,0.025
state_city_FL_HIALEAH,4,5,0.025
state_city_FL_HOLLYWOOD,0,5,0.025
state_city_FL_JACKSONVILLE,4,5,0.025
state_city_FL_LAKELAND,0,5,0.025
state_city_FL_MIAMI,0,5,0.025
state_city_FL_MIRAMAR,0,5,0.025
state_city_FL_ORLANDO,0,5,0.025
state_city_FL_PALM_BAY,0,5,0.025
state_city_FL_PALM_COAST,0,5,0.025
state_city_FL_PEMBROKE_PINES,0,5,0.025
state_city_FL_TALLAHASSEE,1,5,0.025
state_city_FL_TAMPA,0,5,0.025
state_city_FL_WEST_PALM_BEACH,0,5,0.025
state_city_GA,3,5,0.025
state_city_GA_ATLANTA,0,5,0.025
state_city_GA_COLUMBUS,0,5,0.025
state_city_GA_SAVANNAH,11,5,0.025
state_city_HI,23,5,0.025
state_city_IA,0,5,0.025
state_city_IA_CEDAR_RAPIDS,0,5,0.025
state_city_IA_DAVENPORT,0,5,0.025
state_city_IA_DES_MOINES,14,5,0.025
state_city_ID,10,5,0.025
state_city_ID_NAMPA,0,5,0.025
state_city_IL,2,5,0.025
state_city_IL_AURORA,1,5,0.025
state_city_IL_CHICAGO,0,5,0.025
state_city_IL_ELGIN,0,5,0.025
state_city_IL_JOLIET,0,5,0.025
state_city_IL_NAPERVILLE,0,5,0.025
state_city_IL_PEORIA,0,5,0.025
state_city_IL_ROCKFORD,0,5,0.025
state_city_IL_SPRINGFIELD,0,5,0.025
state_city_IN,0,5,0.025
state_city_IN_CARMEL,7,5,0.025
state_city_IN_EVANSVILLE,0,5,0.025
state_city_IN_FORT_WAYNE,0,5,0.025
state_city_IN_SOUTH_BEND,0,5,0.025
state_city_KS,0,5,0.025
state_city_KS_KANSAS_CITY,0,5,0.025
state_city_KS_OLATHE,3,5,0.025
state_city_KS_OVERLAND_PARK,0,5,0.025
state_city_KS_TOPEKA,0,5,0.025
state_city_KS_WICHITA,4,5,0.025
state_city_KY,23,5,0.025
state_city_LA,27,5,0.025
state_city_LA_BATON_ROUGE,18,5,0.025
state_city_LA_LAFAYETTE,0,5,0.025
state_city_LA_NEW_ORLEANS,1,5,0.025
state_city_LA_SHREVEPORT,0,5,0.025
state_city_MA,0,5,0.025
state_city_MA_BOSTON,15,5,0.025
state_city_MA_BROCKTON,3,5,0.025
state_city_MA_CAMBRIDGE,0,5,0.025
state_city_MA_LOWELL,0,5,0.025
state_city_MA_NEW_BEDFORD,0,5,0.025
state_city_MA_SPRINGFIELD,0,5,0.025
state_city_MA_WORCESTER,0,5,0.025
state_city_MD,9,5,0.025
state_city_MD_BALTIMORE,5,5,0.025
state_city_ME,1,5,0.025
state_city_MI,6,5,0.025
state_city_MI_ANN_ARBOR,0,5,0.025
state_city_MI_DEARBORN,0,5,0.025
state_city_MI_DETROIT,2,5,0.025
state_city_MI_GRAND_RAPIDS,0,5,0.025
state_city_MI_LANSING,0,5,0.025
state_city_MI_WARREN,0,5,0.025
state_city_MN,0,5,0.025
state_city_MN_MINNEAPOLIS,0,5,0.025
state_city_MN_ROCHESTER,0,5,0.025
state_city_MO,9,5,0.025
state_city_MO_COLUMBIA,1,5,0.025
state_city_MO_INDEPENDENCE,0,5,0.025
state_city_MO_KANSAS_CITY,0,5,0.025
state_city_MO_SPRINGFIELD,0,5,0.025
state_city_MS,10,5,0.025
state_city_MS_JACKSON,0,5,0.025
state_city_MT,0,5,0.025
state_city_MT_BILLINGS,0,5,0.025
state_city_NC,6,5,0.025
state_city_NC_CHARLOTTE,5,5,0.025
state_city_NC_CONCORD,0,5,0.025
state_city_NC_DURHAM,8,5,0.025
state_city_NC_FAYETTEVILLE,2,5,0.025
state_city_NC_GREENSBORO,4,5,0.025
state_city_NC_HIGH_POINT,0,5,0.025
state_city_NC_RALEIGH,0,5,0.025
state_city_NC_WILMINGTON,0,5,0.025
state_city_NC_WINSTON-SALEM,0,5,0.025
state_city_ND,3,5,0.025
state_city_ND_FARGO,0,5,0.025
state_city_NE,0,5,0.025
state_city_NE_LINCOLN,0,5,0.025
state_city_NE_OMAHA,0,5,0.025
state_city_NH,0,5,0.025
state_city_NH_MANCHESTER,0,5,0.025
state_city_NJ_ELIZABETH,1,5,0.025
state_city_NJ_JERSEY_CITY,0,5,0.025
state_city_NJ_NEWARK,0,5,0.025
state_city_NJ_PATERSON,0,5,0.025
state_city_NM,5,5,0.025
state_city_NM_ALBUQUERQUE,0,5,0.025
state_city_NM_LAS_CRUCES,0,5,0.025
state_city_NV,18,5,0.025
state_city_NV_HENDERSON,4,5,0.025
state_city_NV_LAS_VEGAS,0,5,0.025
state_city_NV_NORTH_LAS_VEGAS,0,5,0.025
state_city_NV_RENO,0,5,0.025
state_city_NV_SPARKS,1,5,0.025
state_city_NY,0,5,0.025
state_city_NY_ALBANY,0,5,0.025
state_city_NY_BUFFALO,0,5,0.025
state_city_NY_NEW_YORK,0,5,0.025
state_city_NY_ROCHESTER,0,5,0.025
state_city_NY_SYRACUSE,0,5,0.025
state_city_NY_YONKERS,0,5,0.025
state_city_OH,0,5,0.025
state_city_OH_AKRON,4,5,0.025
state_city_OH_CINCINNATI,0,5,0.025
state_city_OH_CLEVELAND,0,5,0.025
state_city_OH_COLUMBUS,0,5,0.025
state_city_OH_DAYTON,0,5,0.025
state_city_OH_TOLEDO,0,5,0.025
state_city_OK,1,5,0.025
state_city_OK_BROKEN_ARROW,0,5,0.025
state_city_OK_NORMAN,0,5,0.025
state_city_OK_OKLAHOMA_CITY,0,5,0.025
state_city_OK_TULSA,10,5,0.025
state_city_OR,0,5,0.025
state_city_OR_BEND,0,5,0.025
state_city_OR_GRESHAM,0,5,0.025
state_city_OR_HILLSBORO,0,5,0.025
state_city_OR_PORTLAND,2,5,0.025
state_city_OR_SALEM,0,5,0.025
state_city_PA,0,5,0.025
state_city_PA_ALLENTOWN,0,5,0.025
state_city_PA_PHILADELPHIA,7,5,0.025
state_city_PA_PITTSBURGH,0,5,0.025
state_city_PR,2,5,0.025
state_city_RI_PROVIDENCE,1,5,0.025
state_city_SC,0,5,0.025
state_city_SC_CHARLESTON,4,5,0.025
state_city_SC_COLUMBIA,11,5,0.025
state_city_SD,0,5,0.025
state_city_SD_SIOUX_FALLS,0,5,0.025
state_city_TN,0,5,0.025
state_city_TN_CHATTANOOGA,3,5,0.025
state_city_TN_KNOXVILLE,13,5,0.025
state_city_TN_MEMPHIS,0,5,0.025
state_city_TN_MURFREESBORO,0,5,0.025
state_city_TX,0,5,0.025
state_city_TX_ABILENE,3,5,0.025
state_city_TX_ALLEN,1,5,0.025
state_city_TX_AMARILLO,0,5,0.025
state_city_TX_ARLINGTON,6,5,0.025
state_city_TX_AUSTIN,2,5,0.025
state_city_TX_BEAUMONT,7,5,0.025
state_city_TX_BROWNSVILLE,16,5,0.025
state_city_TX_CARROLLTON,1,5,0.025
state_city_TX_COLLEGE_STATION,0,5,0.025
state_city_TX_CONROE,9,5,0.025
state_city_TX_CORPUS_CHRISTI,2,5,0.025
state_city_TX_DALLAS,8,5,0.025
state_city_TX_DENTON,3,5,0.025
state_city_TX_EDINBURG,0,5,0.025
state_city_TX_EL_PASO,0,5,0.025
state_city_TX_FORT_WORTH,6,5,0.025
state_city_TX_FRISCO,0,5,0.025
state_city_TX_HOUSTON,0,5,0.025
state_city_TX_IRVING,0,5,0.025
state_city_TX_KILLEEN,3,5,0.025
state_city_TX_LAREDO,8,5,0.025
state_city_TX_LEWISVILLE,0,5,0.025
state_city_TX_LUBBOCK,0,5,0.025
state_city_TX_MCALLEN,0,5,0.025
state_city_TX_MCKINNEY,1,5,0.025
state_city_TX_MESQUITE,8,5,0.025
state_city_TX_MIDLAND,0,5,0.025
state_city_TX_NEW_BRAUNFELS,0,5,0.025
state_city_TX_ODESSA,0,5,0.025
state_city_TX_PASADENA,0,5,0.025
state_city_TX_PEARLAND,0,5,0.025
state_city_TX_PLANO,6,5,0.025
state_city_TX_RICHARDSON,9,5,0.025
state_city_TX_ROUND_ROCK,3,5,0.025
state_city_TX_SAN_ANTONIO,3,5,0.025
state_city_TX_SUGAR_LAND,0,5,0.025
state_city_TX_TYLER,0,5,0.025
state_city_TX_WACO,0,5,0.025
state_city_TX_WICHITA_FALLS,0,5,0.025
state_city_UT,1,5,0.025
state_city_UT_PROVO,0,5,0.025
state_city_UT_SALT_LAKE_CITY,1,5,0.025
state_city_UT_WEST_JORDAN,0,5,0.025
state_city_VA,0,5,0.025
state_city_VA_ALEXANDRIA,0,5,0.025
state_city_VA_CHESAPEAKE,4,5,0.025
state_city_VA_HAMPTON,1,5,0.025
state_city_VA_NEWPORT_NEWS,3,5,0.025
state_city_VA_NORFOLK,0,5,0.025
state_city_VA_RICHMOND,18,5,0.025
state_city_VA_SUFFOLK,5,5,0.025
state_city_VA_VIRGINIA_BEACH,0,5,0.025
state_city_VT,0,5,0.025
state_city_WA,0,5,0.025
state_city_WA_BELLEVUE,0,5,0.025
state_city_WA_EVERETT,15,5,0.025
state_city_WA_RENTON,0,5,0.025
state_city_WA_SEATTLE,0,5,0.025
state_city_WA_SPOKANE,1,5,0.025
state_city_WA_TACOMA,1,5,0.025
state_city_WA_VANCOUVER,0,5,0.025
state_city_WI,0,5,0.025
state_city_WI_GREEN_BAY,0,5,0.025
state_city_WI_MADISON,0,5,0.025
state_city_WI_MILWAUKEE,0,5,0.025
state_city_WV,8,5,0.025
state_city_WY,1,5,0.025
delta_xmas,112,5,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone,56,5,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone,82,5,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone,42,5,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone,51,5,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone,51,5,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone,49,5,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone,38,5,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone,116,5,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone,27,5,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone,72,5,0.025
inc_trans_cs_rollmean_w2,51,5,0.025
inc_trans_cs_rollmean_w4,39,5,0.025
inc_trans_cs_lag1,56,5,0.025
inc_trans_cs_lag2,47,5,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,12,5,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,23,5,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,58,5,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,32,5,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,50,5,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,38,5,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,23,5,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,29,5,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,40,5,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,38,5,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,36,5,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,36,5,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,9,5,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,10,5,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,31,5,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,51,5,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,12,5,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,39,5,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,37,5,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,81,5,0.025
inc_trans_cs_rollmean_w2_lag1,16,5,0.025
inc_trans_cs_rollmean_w2_lag2,11,5,0.025
inc_trans_cs_rollmean_w4_lag1,21,5,0.025
inc_trans_cs_rollmean_w4_lag2,83,5,0.025
horizon,97,5,0.025
inc_trans_cs,119,5,0.5
season_week,360,5,0.5
log_pop,249,5,0.5
source_flusurvnet,5,5,0.5
source_ilinet,2,5,0.5
source_nhsn_city,29,5,0.5
state_city_AK,0,5,0.5
state_city_AL,0,5,0.5
state_city_AL_BIRMINGHAM,0,5,0.5
state_city_AL_HUNTSVILLE,0,5,0.5
state_city_AL_MOBILE,0,5,0.5
state_city_AL_MONTGOMERY,0,5,0.5
state_city_AL_TUSCALOOSA,0,5,0.5
state_city_AR,0,5,0.5
state_city_AR_FAYETTEVILLE,0,5,0.5
state_city_AR_LITTLE_ROCK,0,5,0.5
state_city_AZ,0,5,0.5
state_city_AZ_CHANDLER,0,5,0.5
state_city_AZ_GLENDALE,0,5,0.5
state_city_AZ_GOODYEAR,0,5,0.5
state_city_AZ_MESA,0,5,0.5
state_city_AZ_PHOENIX,0,5,0.5
state_city_AZ_SCOTTSDALE,0,5,0.5
state_city_AZ_TEMPE,0,5,0.5
state_city_AZ_TUCSON,0,5,0.5
state_city_AZ_YUMA,0,5,0.5
state_city_CA,0,5,0.5
state_city_CA_ANAHEIM,0,5,0.5
state_city_CA_ANTIOCH,0,5,0.5
state_city_CA_BAKERSFIELD,0,5,0.5
state_city_CA_BERKELEY,0,5,0.5
state_city_CA_BURBANK,0,5,0.5
state_city_CA_CHICO,0,5,0.5
state_city_CA_CHULA_VISTA,0,5,0.5
state_city_CA_CLOVIS,0,5,0.5
state_city_CA_CORONA,0,5,0.5
state_city_CA_COSTA_MESA,0,5,0.5
state_city_CA_DOWNEY,0,5,0.5
state_city_CA_FONTANA,0,5,0.5
state_city_CA_FREMONT,0,5,0.5
state_city_CA_FRESNO,0,5,0.5
state_city_CA_FULLERTON,0,5,0.5
state_city_CA_GARDEN_GROVE,0,5,0.5
state_city_CA_GLENDALE,0,5,0.5
state_city_CA_HUNTINGTON_BEACH,0,5,0.5
state_city_CA_INGLEWOOD,0,5,0.5
state_city_CA_IRVINE,70,5,0.5
state_city_CA_LANCASTER,0,5,0.5
state_city_CA_LONG_BEACH,0,5,0.5
state_city_CA_LOS_ANGELES,0,5,0.5
state_city_CA_MODESTO,0,5,0.5
state_city_CA_MORENO_VALLEY,0,5,0.5
state_city_CA_MURRIETA,0,5,0.5
state_city_CA_OAKLAND,0,5,0.5
state_city_CA_OCEANSIDE,0,5,0.5
state_city_CA_ONTARIO,0,5,0.5
state_city_CA_ORANGE,0,5,0.5
state_city_CA_OXNARD,0,5,0.5
state_city_CA_PALMDALE,0,5,0.5
state_city_CA_PASADENA,0,5,0.5
state_city_CA_POMONA,0,5,0.5
state_city_CA_RANCHO_CUCAMONGA,0,5,0.5
state_city_CA_RIVERSIDE,0,5,0.5
state_city_CA_ROSEVILLE,0,5,0.5
state_city_CA_SACRAMENTO,0,5,0.5
state_city_CA_SALINAS,0,5,0.5
state_city_CA_SANTA_ANA,0,5,0.5
state_city_CA_SANTA_CLARA,0,5,0.5
state_city_CA_SANTA_MARIA,0,5,0.5
state_city_CA_SANTA_ROSA,0,5,0.5
state_city_CA_SAN_BERNARDINO,1,5,0.5
state_city_CA_SAN_DIEGO,0,5,0.5
state_city_CA_SAN_FRANCISCO,0,5,0.5
state_city_CA_SAN_JOSE,0,5,0.5
state_city_CA_SAN_MATEO,0,5,0.5
state_city_CA_SIMI_VALLEY,0,5,0.5
state_city_CA_STOCKTON,0,5,0.5
state_city_CA_TEMECULA,0,5,0.5
state_city_CA_THOUSAND_OAKS,0,5,0.5
state_city_CA_TORRANCE,0,5,0.5
state_city_CA_VACAVILLE,0,5,0.5
state_city_CA_VALLEJO,0,5,0.5
state_city_CA_VICTORVILLE,0,5,0.5
state_city_CA_VISALIA,0,5,0.5
state_city_CA_WEST_COVINA,0,5,0.5
state_city_CO,0,5,0.5
state_city_CO_AURORA,0,5,0.5
state_city_CO_BOULDER,0,5,0.5
state_city_CO_COLORADO_SPRINGS,0,5,0.5
state_city_CO_DENVER,0,5,0.5
state_city_CO_FORT_COLLINS,0,5,0.5
state_city_CO_GREELEY,0,5,0.5
state_city_CO_LAKEWOOD,0,5,0.5
state_city_CO_PUEBLO,0,5,0.5
state_city_CO_THORNTON,0,5,0.5
state_city_CO_WESTMINSTER,0,5,0.5
state_city_CT,0,5,0.5
state_city_CT_BRIDGEPORT,0,5,0.5
state_city_CT_HARTFORD,0,5,0.5
state_city_CT_NEW_HAVEN,0,5,0.5
state_city_CT_STAMFORD,0,5,0.5
state_city_CT_WATERBURY,0,5,0.5
state_city_DC,0,5,0.5
state_city_DC_WASHINGTON,0,5,0.5
state_city_DE,0,5,0.5
state_city_FL,0,5,0.5
state_city_FL_CAPE_CORAL,0,5,0.5
state_city_FL_CLEARWATER,0,5,0.5
state_city_FL_FORT_LAUDERDALE,0,5,0.5
state_city_FL_GAINESVILLE,0,5,0.5
state_city_FL_HIALEAH,0,5,0.5
state_city_FL_HOLLYWOOD,0,5,0.5
state_city_FL_JACKSONVILLE,0,5,0.5
state_city_FL_LAKELAND,0,5,0.5
state_city_FL_MIAMI,0,5,0.5
state_city_FL_MIRAMAR,0,5,0.5
state_city_FL_ORLANDO,0,5,0.5
state_city_FL_PALM_BAY,0,5,0.5
