"","state","week_group","week_date","confirmed_influenza","confirmed_influenza_and_covid","state_2023_estimate","state_2023","state_full"
"1","AK",13,2020-03-29,0,0,"733,406",733406,"Alaska"
"2","AK",14,2020-04-05,0,0,"733,406",733406,"Alaska"
"3","AK",15,2020-04-12,0,0,"733,406",733406,"Alaska"
"4","AK",16,2020-04-19,0,0,"733,406",733406,"Alaska"
"5","AK",17,2020-04-26,0,0,"733,406",733406,"Alaska"
"6","AK",18,2020-05-03,0,0,"733,406",733406,"Alaska"
"7","AK",19,2020-05-10,0,0,"733,406",733406,"Alaska"
"8","AK",20,2020-05-17,0,0,"733,406",733406,"Alaska"
"9","AK",21,2020-05-24,0,0,"733,406",733406,"Alaska"
"10","AK",22,2020-05-31,0,0,"733,406",733406,"Alaska"
"11","AK",23,2020-06-07,0,0,"733,406",733406,"Alaska"
"12","AK",24,2020-06-14,0,0,"733,406",733406,"Alaska"
"13","AK",25,2020-06-21,0,0,"733,406",733406,"Alaska"
"14","AK",26,2020-06-28,0,0,"733,406",733406,"Alaska"
"15","AK",27,2020-07-05,0,0,"733,406",733406,"Alaska"
"16","AK",28,2020-07-12,0,0,"733,406",733406,"Alaska"
"17","AK",29,2020-07-19,0,0,"733,406",733406,"Alaska"
"18","AK",30,2020-07-26,0,0,"733,406",733406,"Alaska"
"19","AK",31,2020-08-02,0,0,"733,406",733406,"Alaska"
"20","AK",32,2020-08-09,0,0,"733,406",733406,"Alaska"
"21","AK",33,2020-08-16,0,0,"733,406",733406,"Alaska"
"22","AK",34,2020-08-23,0,0,"733,406",733406,"Alaska"
"23","AK",35,2020-08-30,0,0,"733,406",733406,"Alaska"
"24","AK",36,2020-09-06,0,0,"733,406",733406,"Alaska"
"25","AK",37,2020-09-13,0,0,"733,406",733406,"Alaska"
"26","AK",38,2020-09-20,0,0,"733,406",733406,"Alaska"
"27","AK",39,2020-09-27,0,0,"733,406",733406,"Alaska"
"28","AK",40,2020-10-04,0,0,"733,406",733406,"Alaska"
"29","AK",41,2020-10-11,0,0,"733,406",733406,"Alaska"
"30","AK",42,2020-10-18,0,0,"733,406",733406,"Alaska"
"31","AK",43,2020-10-25,0,0,"733,406",733406,"Alaska"
"32","AK",44,2020-11-01,0,0,"733,406",733406,"Alaska"
"33","AK",45,2020-11-08,0,8,"733,406",733406,"Alaska"
"34","AK",46,2020-11-15,0,2,"733,406",733406,"Alaska"
"35","AK",47,2020-11-22,0,0,"733,406",733406,"Alaska"
"36","AK",48,2020-11-29,0,0,"733,406",733406,"Alaska"
"37","AK",49,2020-12-06,1,0,"733,406",733406,"Alaska"
"38","AK",50,2020-12-13,5,5,"733,406",733406,"Alaska"
"39","AK",51,2020-12-20,7,7,"733,406",733406,"Alaska"
"40","AK",52,2020-12-27,1,0,"733,406",733406,"Alaska"
"41","AK",53,2021-01-03,0,0,"733,406",733406,"Alaska"
"42","AK",54,2021-01-10,0,0,"733,406",733406,"Alaska"
"43","AK",55,2021-01-17,0,0,"733,406",733406,"Alaska"
"44","AK",56,2021-01-24,0,0,"733,406",733406,"Alaska"
"45","AK",57,2021-01-31,0,0,"733,406",733406,"Alaska"
"46","AK",58,2021-02-07,0,0,"733,406",733406,"Alaska"
"47","AK",59,2021-02-14,0,0,"733,406",733406,"Alaska"
"48","AK",60,2021-02-21,0,0,"733,406",733406,"Alaska"
"49","AK",61,2021-02-28,0,0,"733,406",733406,"Alaska"
"50","AK",62,2021-03-07,0,0,"733,406",733406,"Alaska"
"51","AK",63,2021-03-14,0,0,"733,406",733406,"Alaska"
"52","AK",64,2021-03-21,0,0,"733,406",733406,"Alaska"
"53","AK",65,2021-03-28,0,0,"733,406",733406,"Alaska"
"54","AK",66,2021-04-04,0,0,"733,406",733406,"Alaska"
"55","AK",67,2021-04-11,0,1,"733,406",733406,"Alaska"
"56","AK",68,2021-04-18,5,7,"733,406",733406,"Alaska"
"57","AK",69,2021-04-25,7,7,"733,406",733406,"Alaska"
"58","AK",70,2021-05-02,7,7,"733,406",733406,"Alaska"
"59","AK",71,2021-05-09,7,7,"733,406",733406,"Alaska"
"60","AK",72,2021-05-16,7,7,"733,406",733406,"Alaska"
"61","AK",73,2021-05-23,7,7,"733,406",733406,"Alaska"
"62","AK",74,2021-05-30,9,7,"733,406",733406,"Alaska"
"63","AK",75,2021-06-06,7,7,"733,406",733406,"Alaska"
"64","AK",76,2021-06-13,7,7,"733,406",733406,"Alaska"
"65","AK",77,2021-06-20,7,7,"733,406",733406,"Alaska"
"66","AK",78,2021-06-27,7,7,"733,406",733406,"Alaska"
"67","AK",79,2021-07-04,7,7,"733,406",733406,"Alaska"
"68","AK",80,2021-07-11,7,7,"733,406",733406,"Alaska"
"69","AK",81,2021-07-18,7,7,"733,406",733406,"Alaska"
"70","AK",82,2021-07-25,12,7,"733,406",733406,"Alaska"
"71","AK",83,2021-08-01,9,7,"733,406",733406,"Alaska"
"72","AK",84,2021-08-08,7,7,"733,406",733406,"Alaska"
"73","AK",85,2021-08-15,7,7,"733,406",733406,"Alaska"
"74","AK",86,2021-08-22,7,7,"733,406",733406,"Alaska"
"75","AK",87,2021-08-29,7,7,"733,406",733406,"Alaska"
"76","AK",88,2021-09-05,7,7,"733,406",733406,"Alaska"
"77","AK",89,2021-09-12,7,7,"733,406",733406,"Alaska"
"78","AK",90,2021-09-19,7,7,"733,406",733406,"Alaska"
"79","AK",91,2021-09-26,7,7,"733,406",733406,"Alaska"
"80","AK",92,2021-10-03,4,4,"733,406",733406,"Alaska"
"81","AK",93,2021-10-10,0,0,"733,406",733406,"Alaska"
"82","AK",94,2021-10-17,0,0,"733,406",733406,"Alaska"
"83","AK",95,2021-10-24,2,0,"733,406",733406,"Alaska"
"84","AK",96,2021-10-31,0,0,"733,406",733406,"Alaska"
"85","AK",97,2021-11-07,0,0,"733,406",733406,"Alaska"
"86","AK",98,2021-11-14,0,0,"733,406",733406,"Alaska"
"87","AK",99,2021-11-21,0,0,"733,406",733406,"Alaska"
"88","AK",100,2021-11-28,0,0,"733,406",733406,"Alaska"
"89","AK",101,2021-12-05,0,0,"733,406",733406,"Alaska"
"90","AK",102,2021-12-12,0,0,"733,406",733406,"Alaska"
"91","AK",103,2021-12-19,9,0,"733,406",733406,"Alaska"
"92","AK",104,2021-12-26,15,2,"733,406",733406,"Alaska"
"93","AK",105,2022-01-02,34,0,"733,406",733406,"Alaska"
"94","AK",106,2022-01-09,50,0,"733,406",733406,"Alaska"
"95","AK",107,2022-01-16,86,4,"733,406",733406,"Alaska"
"96","AK",108,2022-01-23,71,4,"733,406",733406,"Alaska"
"97","AK",109,2022-01-30,24,7,"733,406",733406,"Alaska"
"98","AK",110,2022-02-06,12,2,"733,406",733406,"Alaska"
"99","AK",111,2022-02-13,7,0,"733,406",733406,"Alaska"
"100","AK",112,2022-02-20,1,0,"733,406",733406,"Alaska"
"101","AK",113,2022-02-27,0,0,"733,406",733406,"Alaska"
"102","AK",114,2022-03-06,1,0,"733,406",733406,"Alaska"
"103","AK",115,2022-03-13,3,0,"733,406",733406,"Alaska"
"104","AK",116,2022-03-20,1,0,"733,406",733406,"Alaska"
"105","AK",117,2022-03-27,6,5,"733,406",733406,"Alaska"
"106","AK",118,2022-04-03,0,0,"733,406",733406,"Alaska"
"107","AK",119,2022-04-10,4,1,"733,406",733406,"Alaska"
"108","AK",120,2022-04-17,3,0,"733,406",733406,"Alaska"
"109","AK",121,2022-04-24,1,0,"733,406",733406,"Alaska"
"110","AK",122,2022-05-01,6,0,"733,406",733406,"Alaska"
"111","AK",123,2022-05-08,4,0,"733,406",733406,"Alaska"
"112","AK",124,2022-05-15,8,0,"733,406",733406,"Alaska"
"113","AK",125,2022-05-22,57,0,"733,406",733406,"Alaska"
"114","AK",126,2022-05-29,85,0,"733,406",733406,"Alaska"
"115","AK",127,2022-06-05,59,2,"733,406",733406,"Alaska"
"116","AK",128,2022-06-12,44,0,"733,406",733406,"Alaska"
"117","AK",129,2022-06-19,30,0,"733,406",733406,"Alaska"
"118","AK",130,2022-06-26,27,20,"733,406",733406,"Alaska"
"119","AK",131,2022-07-03,16,0,"733,406",733406,"Alaska"
"120","AK",132,2022-07-10,11,0,"733,406",733406,"Alaska"
"121","AK",133,2022-07-17,12,0,"733,406",733406,"Alaska"
"122","AK",134,2022-07-24,14,1,"733,406",733406,"Alaska"
"123","AK",135,2022-07-31,15,0,"733,406",733406,"Alaska"
"124","AK",136,2022-08-07,15,0,"733,406",733406,"Alaska"
"125","AK",137,2022-08-14,19,5,"733,406",733406,"Alaska"
"126","AK",138,2022-08-21,12,5,"733,406",733406,"Alaska"
"127","AK",139,2022-08-28,2,0,"733,406",733406,"Alaska"
"128","AK",140,2022-09-04,0,0,"733,406",733406,"Alaska"
"129","AK",141,2022-09-11,21,0,"733,406",733406,"Alaska"
"130","AK",142,2022-09-18,4,0,"733,406",733406,"Alaska"
"131","AK",143,2022-09-25,0,0,"733,406",733406,"Alaska"
"132","AK",144,2022-10-02,10,0,"733,406",733406,"Alaska"
"133","AK",145,2022-10-09,24,0,"733,406",733406,"Alaska"
"134","AK",146,2022-10-16,26,1,"733,406",733406,"Alaska"
"135","AK",147,2022-10-23,11,0,"733,406",733406,"Alaska"
"136","AK",148,2022-10-30,56,0,"733,406",733406,"Alaska"
"137","AK",149,2022-11-06,69,0,"733,406",733406,"Alaska"
"138","AK",150,2022-11-13,88,0,"733,406",733406,"Alaska"
"139","AK",151,2022-11-20,194,0,"733,406",733406,"Alaska"
"140","AK",152,2022-11-27,239,0,"733,406",733406,"Alaska"
"141","AK",153,2022-12-04,270,0,"733,406",733406,"Alaska"
"142","AK",154,2022-12-11,323,0,"733,406",733406,"Alaska"
"143","AK",155,2022-12-18,206,5,"733,406",733406,"Alaska"
"144","AK",156,2022-12-25,158,0,"733,406",733406,"Alaska"
"145","AK",157,2023-01-01,205,0,"733,406",733406,"Alaska"
"146","AK",158,2023-01-08,152,0,"733,406",733406,"Alaska"
"147","AK",159,2023-01-15,142,0,"733,406",733406,"Alaska"
"148","AK",160,2023-01-22,83,1,"733,406",733406,"Alaska"
"149","AK",161,2023-01-29,40,0,"733,406",733406,"Alaska"
"150","AK",162,2023-02-05,36,0,"733,406",733406,"Alaska"
"151","AK",163,2023-02-12,31,0,"733,406",733406,"Alaska"
"152","AK",164,2023-02-19,11,0,"733,406",733406,"Alaska"
"153","AK",165,2023-02-26,27,0,"733,406",733406,"Alaska"
"154","AK",166,2023-03-05,19,0,"733,406",733406,"Alaska"
"155","AK",167,2023-03-12,20,0,"733,406",733406,"Alaska"
"156","AK",168,2023-03-19,9,0,"733,406",733406,"Alaska"
"157","AK",169,2023-03-26,8,1,"733,406",733406,"Alaska"
"158","AK",170,2023-04-02,0,0,"733,406",733406,"Alaska"
"159","AK",171,2023-04-09,3,0,"733,406",733406,"Alaska"
"160","AK",172,2023-04-16,6,0,"733,406",733406,"Alaska"
"161","AK",173,2023-04-23,7,0,"733,406",733406,"Alaska"
"162","AK",174,2023-04-30,1,0,"733,406",733406,"Alaska"
"163","AK",175,2023-05-07,8,0,"733,406",733406,"Alaska"
"164","AK",176,2023-05-14,7,0,"733,406",733406,"Alaska"
"165","AK",177,2023-05-21,12,0,"733,406",733406,"Alaska"
"166","AK",178,2023-05-28,15,0,"733,406",733406,"Alaska"
"167","AK",179,2023-06-04,10,0,"733,406",733406,"Alaska"
"168","AK",180,2023-06-11,11,1,"733,406",733406,"Alaska"
"169","AK",181,2023-06-18,12,2,"733,406",733406,"Alaska"
"170","AK",182,2023-06-25,11,0,"733,406",733406,"Alaska"
"171","AK",183,2023-07-02,17,0,"733,406",733406,"Alaska"
"172","AK",184,2023-07-09,6,0,"733,406",733406,"Alaska"
"173","AK",185,2023-07-16,21,0,"733,406",733406,"Alaska"
"174","AK",186,2023-07-23,2,0,"733,406",733406,"Alaska"
"175","AK",187,2023-07-30,1,0,"733,406",733406,"Alaska"
"176","AK",188,2023-08-06,8,0,"733,406",733406,"Alaska"
"177","AK",189,2023-08-13,7,0,"733,406",733406,"Alaska"
"178","AK",190,2023-08-20,2,0,"733,406",733406,"Alaska"
"179","AK",191,2023-08-27,8,0,"733,406",733406,"Alaska"
"180","AK",192,2023-09-03,9,3,"733,406",733406,"Alaska"
"181","AK",193,2023-09-10,7,2,"733,406",733406,"Alaska"
"182","AK",194,2023-09-17,25,0,"733,406",733406,"Alaska"
"183","AK",195,2023-09-24,39,0,"733,406",733406,"Alaska"
"184","AK",196,2023-10-01,47,2,"733,406",733406,"Alaska"
"185","AK",197,2023-10-08,54,1,"733,406",733406,"Alaska"
"186","AK",198,2023-10-15,99,1,"733,406",733406,"Alaska"
"187","AK",199,2023-10-22,141,0,"733,406",733406,"Alaska"
"188","AK",200,2023-10-29,146,0,"733,406",733406,"Alaska"
"189","AK",201,2023-11-05,168,0,"733,406",733406,"Alaska"
"190","AK",202,2023-11-12,232,0,"733,406",733406,"Alaska"
"191","AK",203,2023-11-19,175,0,"733,406",733406,"Alaska"
"192","AK",204,2023-11-26,105,0,"733,406",733406,"Alaska"
"193","AK",205,2023-12-03,108,0,"733,406",733406,"Alaska"
"194","AK",206,2023-12-10,83,0,"733,406",733406,"Alaska"
"195","AK",207,2023-12-17,55,0,"733,406",733406,"Alaska"
"196","AK",208,2023-12-24,52,0,"733,406",733406,"Alaska"
"197","AK",209,2023-12-31,46,0,"733,406",733406,"Alaska"
"198","AK",210,2024-01-07,58,0,"733,406",733406,"Alaska"
"199","AK",211,2024-01-14,43,0,"733,406",733406,"Alaska"
"200","AK",212,2024-01-21,46,1,"733,406",733406,"Alaska"
"201","AK",213,2024-01-28,42,0,"733,406",733406,"Alaska"
"202","AK",214,2024-02-04,42,0,"733,406",733406,"Alaska"
"203","AK",215,2024-02-11,56,0,"733,406",733406,"Alaska"
"204","AK",216,2024-02-18,38,0,"733,406",733406,"Alaska"
"205","AK",217,2024-02-25,42,0,"733,406",733406,"Alaska"
"206","AK",218,2024-03-03,63,0,"733,406",733406,"Alaska"
"207","AK",219,2024-03-10,54,0,"733,406",733406,"Alaska"
"208","AK",220,2024-03-17,70,1,"733,406",733406,"Alaska"
"209","AK",221,2024-03-24,64,2,"733,406",733406,"Alaska"
"210","AK",222,2024-03-31,64,0,"733,406",733406,"Alaska"
"211","AK",223,2024-04-07,66,0,"733,406",733406,"Alaska"
"212","AK",224,2024-04-14,71,0,"733,406",733406,"Alaska"
"213","AK",225,2024-04-21,48,0,"733,406",733406,"Alaska"
"214","AK",NA,2024-04-27,31,0,"733,406",733406,"Alaska"
"215","AL",1,2020-01-05,0,0,"5,108,468",5108468,"Alabama"
"216","AL",2,2020-01-12,0,0,"5,108,468",5108468,"Alabama"
"217","AL",3,2020-01-19,0,0,"5,108,468",5108468,"Alabama"
"218","AL",4,2020-01-26,0,0,"5,108,468",5108468,"Alabama"
"219","AL",5,2020-02-02,0,0,"5,108,468",5108468,"Alabama"
"220","AL",6,2020-02-09,0,0,"5,108,468",5108468,"Alabama"
"221","AL",7,2020-02-16,0,0,"5,108,468",5108468,"Alabama"
"222","AL",8,2020-02-23,0,0,"5,108,468",5108468,"Alabama"
"223","AL",9,2020-03-01,0,0,"5,108,468",5108468,"Alabama"
"224","AL",10,2020-03-08,0,0,"5,108,468",5108468,"Alabama"
"225","AL",11,2020-03-15,0,0,"5,108,468",5108468,"Alabama"
"226","AL",12,2020-03-22,0,0,"5,108,468",5108468,"Alabama"
"227","AL",13,2020-03-29,0,0,"5,108,468",5108468,"Alabama"
"228","AL",14,2020-04-05,0,0,"5,108,468",5108468,"Alabama"
"229","AL",15,2020-04-12,0,0,"5,108,468",5108468,"Alabama"
"230","AL",16,2020-04-19,0,0,"5,108,468",5108468,"Alabama"
"231","AL",17,2020-04-26,0,0,"5,108,468",5108468,"Alabama"
"232","AL",18,2020-05-03,0,0,"5,108,468",5108468,"Alabama"
"233","AL",19,2020-05-10,0,0,"5,108,468",5108468,"Alabama"
"234","AL",20,2020-05-17,0,0,"5,108,468",5108468,"Alabama"
"235","AL",21,2020-05-24,0,0,"5,108,468",5108468,"Alabama"
"236","AL",22,2020-05-31,0,0,"5,108,468",5108468,"Alabama"
"237","AL",23,2020-06-07,0,0,"5,108,468",5108468,"Alabama"
"238","AL",24,2020-06-14,0,0,"5,108,468",5108468,"Alabama"
"239","AL",25,2020-06-21,0,0,"5,108,468",5108468,"Alabama"
"240","AL",26,2020-06-28,0,0,"5,108,468",5108468,"Alabama"
"241","AL",27,2020-07-05,0,0,"5,108,468",5108468,"Alabama"
"242","AL",28,2020-07-12,0,0,"5,108,468",5108468,"Alabama"
"243","AL",29,2020-07-19,0,0,"5,108,468",5108468,"Alabama"
"244","AL",30,2020-07-26,0,0,"5,108,468",5108468,"Alabama"
"245","AL",31,2020-08-02,0,0,"5,108,468",5108468,"Alabama"
"246","AL",32,2020-08-09,0,0,"5,108,468",5108468,"Alabama"
"247","AL",33,2020-08-16,0,0,"5,108,468",5108468,"Alabama"
"248","AL",34,2020-08-23,0,0,"5,108,468",5108468,"Alabama"
"249","AL",35,2020-08-30,0,0,"5,108,468",5108468,"Alabama"
"250","AL",36,2020-09-06,0,0,"5,108,468",5108468,"Alabama"
"251","AL",37,2020-09-13,0,0,"5,108,468",5108468,"Alabama"
"252","AL",38,2020-09-20,0,0,"5,108,468",5108468,"Alabama"
"253","AL",39,2020-09-27,0,0,"5,108,468",5108468,"Alabama"
"254","AL",40,2020-10-04,0,0,"5,108,468",5108468,"Alabama"
"255","AL",41,2020-10-11,0,0,"5,108,468",5108468,"Alabama"
"256","AL",42,2020-10-18,0,0,"5,108,468",5108468,"Alabama"
"257","AL",43,2020-10-25,34,11,"5,108,468",5108468,"Alabama"
"258","AL",44,2020-11-01,69,19,"5,108,468",5108468,"Alabama"
"259","AL",45,2020-11-08,96,48,"5,108,468",5108468,"Alabama"
"260","AL",46,2020-11-15,93,43,"5,108,468",5108468,"Alabama"
"261","AL",47,2020-11-22,80,40,"5,108,468",5108468,"Alabama"
"262","AL",48,2020-11-29,82,51,"5,108,468",5108468,"Alabama"
"263","AL",49,2020-12-06,80,49,"5,108,468",5108468,"Alabama"
"264","AL",50,2020-12-13,72,34,"5,108,468",5108468,"Alabama"
"265","AL",51,2020-12-20,173,52,"5,108,468",5108468,"Alabama"
"266","AL",52,2020-12-27,185,69,"5,108,468",5108468,"Alabama"
"267","AL",53,2021-01-03,248,73,"5,108,468",5108468,"Alabama"
"268","AL",54,2021-01-10,320,120,"5,108,468",5108468,"Alabama"
"269","AL",55,2021-01-17,314,141,"5,108,468",5108468,"Alabama"
"270","AL",56,2021-01-24,274,85,"5,108,468",5108468,"Alabama"
"271","AL",57,2021-01-31,249,67,"5,108,468",5108468,"Alabama"
"272","AL",58,2021-02-07,205,37,"5,108,468",5108468,"Alabama"
"273","AL",59,2021-02-14,200,31,"5,108,468",5108468,"Alabama"
"274","AL",60,2021-02-21,201,48,"5,108,468",5108468,"Alabama"
"275","AL",61,2021-02-28,193,30,"5,108,468",5108468,"Alabama"
"276","AL",62,2021-03-07,174,26,"5,108,468",5108468,"Alabama"
"277","AL",63,2021-03-14,193,41,"5,108,468",5108468,"Alabama"
"278","AL",64,2021-03-21,154,8,"5,108,468",5108468,"Alabama"
"279","AL",65,2021-03-28,175,13,"5,108,468",5108468,"Alabama"
"280","AL",66,2021-04-04,168,20,"5,108,468",5108468,"Alabama"
"281","AL",67,2021-04-11,120,21,"5,108,468",5108468,"Alabama"
"282","AL",68,2021-04-18,152,20,"5,108,468",5108468,"Alabama"
"283","AL",69,2021-04-25,189,34,"5,108,468",5108468,"Alabama"
"284","AL",70,2021-05-02,144,26,"5,108,468",5108468,"Alabama"
"285","AL",71,2021-05-09,106,9,"5,108,468",5108468,"Alabama"
"286","AL",72,2021-05-16,141,14,"5,108,468",5108468,"Alabama"
"287","AL",73,2021-05-23,119,14,"5,108,468",5108468,"Alabama"
"288","AL",74,2021-05-30,100,13,"5,108,468",5108468,"Alabama"
"289","AL",75,2021-06-06,123,17,"5,108,468",5108468,"Alabama"
"290","AL",76,2021-06-13,112,3,"5,108,468",5108468,"Alabama"
"291","AL",77,2021-06-20,108,0,"5,108,468",5108468,"Alabama"
"292","AL",78,2021-06-27,101,0,"5,108,468",5108468,"Alabama"
"293","AL",79,2021-07-04,123,10,"5,108,468",5108468,"Alabama"
"294","AL",80,2021-07-11,116,7,"5,108,468",5108468,"Alabama"
"295","AL",81,2021-07-18,122,6,"5,108,468",5108468,"Alabama"
"296","AL",82,2021-07-25,165,25,"5,108,468",5108468,"Alabama"
"297","AL",83,2021-08-01,272,52,"5,108,468",5108468,"Alabama"
"298","AL",84,2021-08-08,237,75,"5,108,468",5108468,"Alabama"
"299","AL",85,2021-08-15,203,69,"5,108,468",5108468,"Alabama"
"300","AL",86,2021-08-22,197,68,"5,108,468",5108468,"Alabama"
"301","AL",87,2021-08-29,187,85,"5,108,468",5108468,"Alabama"
"302","AL",88,2021-09-05,281,100,"5,108,468",5108468,"Alabama"
"303","AL",89,2021-09-12,262,110,"5,108,468",5108468,"Alabama"
"304","AL",90,2021-09-19,177,79,"5,108,468",5108468,"Alabama"
"305","AL",91,2021-09-26,126,58,"5,108,468",5108468,"Alabama"
"306","AL",92,2021-10-03,143,36,"5,108,468",5108468,"Alabama"
"307","AL",93,2021-10-10,123,25,"5,108,468",5108468,"Alabama"
"308","AL",94,2021-10-17,119,18,"5,108,468",5108468,"Alabama"
"309","AL",95,2021-10-24,148,25,"5,108,468",5108468,"Alabama"
"310","AL",96,2021-10-31,137,22,"5,108,468",5108468,"Alabama"
"311","AL",97,2021-11-07,94,17,"5,108,468",5108468,"Alabama"
"312","AL",98,2021-11-14,105,12,"5,108,468",5108468,"Alabama"
"313","AL",99,2021-11-21,176,16,"5,108,468",5108468,"Alabama"
"314","AL",100,2021-11-28,202,13,"5,108,468",5108468,"Alabama"
"315","AL",101,2021-12-05,240,12,"5,108,468",5108468,"Alabama"
"316","AL",102,2021-12-12,207,8,"5,108,468",5108468,"Alabama"
"317","AL",103,2021-12-19,218,7,"5,108,468",5108468,"Alabama"
"318","AL",104,2021-12-26,202,0,"5,108,468",5108468,"Alabama"
"319","AL",105,2022-01-02,341,8,"5,108,468",5108468,"Alabama"
"320","AL",106,2022-01-09,324,25,"5,108,468",5108468,"Alabama"
"321","AL",107,2022-01-16,299,42,"5,108,468",5108468,"Alabama"
"322","AL",108,2022-01-23,299,84,"5,108,468",5108468,"Alabama"
"323","AL",109,2022-01-30,261,149,"5,108,468",5108468,"Alabama"
"324","AL",110,2022-02-06,236,151,"5,108,468",5108468,"Alabama"
"325","AL",111,2022-02-13,182,67,"5,108,468",5108468,"Alabama"
"326","AL",112,2022-02-20,194,54,"5,108,468",5108468,"Alabama"
"327","AL",113,2022-02-27,155,34,"5,108,468",5108468,"Alabama"
"328","AL",114,2022-03-06,214,31,"5,108,468",5108468,"Alabama"
"329","AL",115,2022-03-13,242,27,"5,108,468",5108468,"Alabama"
"330","AL",116,2022-03-20,286,19,"5,108,468",5108468,"Alabama"
"331","AL",117,2022-03-27,218,17,"5,108,468",5108468,"Alabama"
"332","AL",118,2022-04-03,238,9,"5,108,468",5108468,"Alabama"
"333","AL",119,2022-04-10,211,3,"5,108,468",5108468,"Alabama"
"334","AL",120,2022-04-17,193,8,"5,108,468",5108468,"Alabama"
"335","AL",121,2022-04-24,212,8,"5,108,468",5108468,"Alabama"
"336","AL",122,2022-05-01,182,8,"5,108,468",5108468,"Alabama"
"337","AL",123,2022-05-08,184,6,"5,108,468",5108468,"Alabama"
"338","AL",124,2022-05-15,150,0,"5,108,468",5108468,"Alabama"
"339","AL",125,2022-05-22,148,0,"5,108,468",5108468,"Alabama"
"340","AL",126,2022-05-29,135,0,"5,108,468",5108468,"Alabama"
"341","AL",127,2022-06-05,119,0,"5,108,468",5108468,"Alabama"
"342","AL",128,2022-06-12,137,19,"5,108,468",5108468,"Alabama"
"343","AL",129,2022-06-19,177,13,"5,108,468",5108468,"Alabama"
"344","AL",130,2022-06-26,149,5,"5,108,468",5108468,"Alabama"
"345","AL",131,2022-07-03,137,10,"5,108,468",5108468,"Alabama"
"346","AL",132,2022-07-10,135,13,"5,108,468",5108468,"Alabama"
"347","AL",133,2022-07-17,152,40,"5,108,468",5108468,"Alabama"
"348","AL",134,2022-07-24,131,24,"5,108,468",5108468,"Alabama"
"349","AL",135,2022-07-31,142,22,"5,108,468",5108468,"Alabama"
"350","AL",136,2022-08-07,170,27,"5,108,468",5108468,"Alabama"
"351","AL",137,2022-08-14,155,29,"5,108,468",5108468,"Alabama"
"352","AL",138,2022-08-21,148,20,"5,108,468",5108468,"Alabama"
"353","AL",139,2022-08-28,149,31,"5,108,468",5108468,"Alabama"
"354","AL",140,2022-09-04,144,4,"5,108,468",5108468,"Alabama"
"355","AL",141,2022-09-11,130,9,"5,108,468",5108468,"Alabama"
"356","AL",142,2022-09-18,81,13,"5,108,468",5108468,"Alabama"
"357","AL",143,2022-09-25,89,6,"5,108,468",5108468,"Alabama"
"358","AL",144,2022-10-02,145,0,"5,108,468",5108468,"Alabama"
"359","AL",145,2022-10-09,188,0,"5,108,468",5108468,"Alabama"
"360","AL",146,2022-10-16,429,4,"5,108,468",5108468,"Alabama"
"361","AL",147,2022-10-23,660,22,"5,108,468",5108468,"Alabama"
"362","AL",148,2022-10-30,1366,38,"5,108,468",5108468,"Alabama"
"363","AL",149,2022-11-06,1860,47,"5,108,468",5108468,"Alabama"
"364","AL",150,2022-11-13,1736,23,"5,108,468",5108468,"Alabama"
"365","AL",151,2022-11-20,1574,32,"5,108,468",5108468,"Alabama"
"366","AL",152,2022-11-27,1528,19,"5,108,468",5108468,"Alabama"
"367","AL",153,2022-12-04,1932,50,"5,108,468",5108468,"Alabama"
"368","AL",154,2022-12-11,1465,25,"5,108,468",5108468,"Alabama"
"369","AL",155,2022-12-18,994,25,"5,108,468",5108468,"Alabama"
"370","AL",156,2022-12-25,821,27,"5,108,468",5108468,"Alabama"
"371","AL",157,2023-01-01,836,35,"5,108,468",5108468,"Alabama"
"372","AL",158,2023-01-08,773,45,"5,108,468",5108468,"Alabama"
"373","AL",159,2023-01-15,531,36,"5,108,468",5108468,"Alabama"
"374","AL",160,2023-01-22,375,9,"5,108,468",5108468,"Alabama"
"375","AL",161,2023-01-29,270,5,"5,108,468",5108468,"Alabama"
"376","AL",162,2023-02-05,233,9,"5,108,468",5108468,"Alabama"
"377","AL",163,2023-02-12,239,10,"5,108,468",5108468,"Alabama"
"378","AL",164,2023-02-19,218,2,"5,108,468",5108468,"Alabama"
"379","AL",165,2023-02-26,172,4,"5,108,468",5108468,"Alabama"
"380","AL",166,2023-03-05,124,3,"5,108,468",5108468,"Alabama"
"381","AL",167,2023-03-12,128,2,"5,108,468",5108468,"Alabama"
"382","AL",168,2023-03-19,162,8,"5,108,468",5108468,"Alabama"
"383","AL",169,2023-03-26,180,12,"5,108,468",5108468,"Alabama"
"384","AL",170,2023-04-02,193,2,"5,108,468",5108468,"Alabama"
"385","AL",171,2023-04-09,159,8,"5,108,468",5108468,"Alabama"
"386","AL",172,2023-04-16,96,4,"5,108,468",5108468,"Alabama"
"387","AL",173,2023-04-23,123,12,"5,108,468",5108468,"Alabama"
"388","AL",174,2023-04-30,106,4,"5,108,468",5108468,"Alabama"
"389","AL",175,2023-05-07,67,0,"5,108,468",5108468,"Alabama"
"390","AL",176,2023-05-14,94,1,"5,108,468",5108468,"Alabama"
"391","AL",177,2023-05-21,66,4,"5,108,468",5108468,"Alabama"
"392","AL",178,2023-05-28,78,5,"5,108,468",5108468,"Alabama"
"393","AL",179,2023-06-04,84,3,"5,108,468",5108468,"Alabama"
"394","AL",180,2023-06-11,71,4,"5,108,468",5108468,"Alabama"
